SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
Ma Ha V« L­îng npc		244		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_41.spr		\sound\skill\Ä¦Ú­ÎŞÁ¿.wav		0	0	0	2	0	400	5	0	0	1	1	102	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\´ïÄ¦¶É½­.lua	physicsdamage_v		skill_cost_v																																							"Cao cÊp tuyÖt kü, s¸t th­¬ng cùc kú hiÖu qu¶."	
HuyÒn NhÊt V« T­îng npc		245		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	400	0	0	0	5	1	27	-1	1	1	11	0	0	5		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	0		0					0	0	0	-1	1	\script\skill\npc\ĞşÒ»ÎŞÏó.lua	lightingdamage_v		skill_cost_v																																							"Chiªu thøc cao cÊp, tÊn c«ng kÎ ®Şch ®¬n lÎ."	
§¬n ChØ LiÖt DiÖm npc		247		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	2	0	400	0	0	0	4	1	104	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	0		0					0	0	0	-1	1	\script\skill\npc\µ¯Ö¸ÁÒÑæ.lua	firedamage_v		skill_cost_v																																							"Chiªu thøc cao cÊp, dïng háa s¸t th­¬ng ®èi ph­¬ng"	
Thiªn la §Şa vâng  npc		248		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_43.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	400	0	0	0	3	1	105	-1	1	1	11	-1	0	10		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	227	10	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\Ğ¡Àî·Éµ¶.lua	physicsdamage_v		skill_cost_v																																							"§éc M«n kú thuËt, dïng ¸m khİ t¨ng B¨ng s¸t.."	
Tr¹ng th¸i miÔn dŞch	Hç trî bŞ ®éng	293	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch b¨ng	Hç trî bŞ ®éng	294	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch ®éc	Hç trî bŞ ®éng	295	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch h«n mª 	Hç trî bŞ ®éng	296	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch b¨ng 	Hç trî bŞ ®éng	297	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch h«n mª 	Hç trî bŞ ®éng	298	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch ®éc	Hç trî bŞ ®éng	299	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
MiÔn dŞch h«n mª 	Hç trî bŞ ®éng	300	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
C«ng Thµnh xa		307	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	200	0	0	0	0	1	130	-1	1	1	9	0	0	0		0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\¹¥³Ç³µ.lua	magicdamage_v																																									C«ng Thµnh xa chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xa c«ng kİch (vËt lı) 		308	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	129	-1	1	1	9	0	0	0		0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	physicsdamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
TÊt c¶ tr¹ng th¸i miÔn dŞch		309	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\×´Ì¬ÃâÒß.lua	statusimmunity_b		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p		fasthitrecover_v																															NPC ®Æc thï chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xa c«ng kİch (Háa) 		310	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	131	-1	1	1	9	0	0	0		0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	firedamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xa c«ng kİch (b¨ng) 		311	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	132	-1	1	1	9	0	0	0		0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	colddamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
§Çu Th¹ch Xac«ng kİch (®éc) 		312	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				0	0	0	0	0	600	0	0	0	0	1	133	-1	1	1	9	0	0	0		0	0	0	18	18	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	60	-2	0	0	0	0		0					0		0	-1	1	\script\skill\npc\Í¶Ê¯³µ.lua	poisondamage_v																																									§Çu Th¹ch Xa chuyªn dông (kü n¨ng) 	
§o¹n Hån Thİch npc	C«ng kİch ngo¹i c«ng  	416		1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		\sound\skill\sound_k005.wav	0	0	0	0	2	1	200	5	1	5	1	11	417	-1	1	0	9	0	1	5		0	0	0	27	27	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	20	-2	0	35	0	32		5					0	0	0	-1	1	\script\skill\npc\duanhun_ci.lua	physicsenhance_p	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		"Thiªn V­¬ng  trung cÊp chiªu thøc, chiÕn ®Êu cùc kú hiÖu qu¶."	
§o¹n Hån Thİch npc		417		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_41.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	-1	1	\script\skill\npc\duanhun_ci.lua	physicsenhance_p	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		C«ng kİch vËt lı 	
C«ng kİch vËt lı  npc	C«ng kİch ngo¹i c«ng  	418	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	100	0	0	0	0	1	64	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\npc\³¤±øÎïÀí¹¥»÷npc.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					C«ng kİch vËt lı 	
NPC chiÕn ®Êu (Kim) 	C«ng kİch ngo¹i c«ng  	419		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	0	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	-2	0	100	0	0		0					0	0	0	0	1	\script\skill\npc\ÊôĞÔ¸ñ¶·npc.lua	physicsenhance_p		seriesdamage_p					wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"Thiªn V­¬ng  trung cÊp, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ngù."	
NPC chiÕn ®Êu (Méc) 	C«ng kİch ngo¹i c«ng  	420		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	1	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	-2	0	100	0	0		0					0	0	0	1	1	\script\skill\npc\ÊôĞÔ¸ñ¶·npc.lua	physicsenhance_p		seriesdamage_p					wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"Thiªn V­¬ng  trung cÊp, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ngù."	
NPC chiÕn ®Êu (Thñy) 	C«ng kİch ngo¹i c«ng  	421		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	2	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	-2	0	100	0	0		0					0	0	0	2	1	\script\skill\npc\ÊôĞÔ¸ñ¶·npc.lua	physicsenhance_p		seriesdamage_p					wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"Thiªn V­¬ng  trung cÊp, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ngù."	
NPC chiÕn ®Êu (háa) 	C«ng kİch ngo¹i c«ng  	422		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	3	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	-2	0	100	0	0		0					0	0	0	3	1	\script\skill\npc\ÊôĞÔ¸ñ¶·npc.lua	physicsenhance_p		seriesdamage_p					wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"Thiªn V­¬ng  trung cÊp, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ngù."	
NPC chiÕn ®Êu (Thæ) 	C«ng kİch ngo¹i c«ng  	423		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_12.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	4	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	-2	0	100	0	0		0					0	0	0	4	1	\script\skill\npc\ÊôĞÔ¸ñ¶·npc.lua	physicsenhance_p		seriesdamage_p					wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		"Thiªn V­¬ng  trung cÊp, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ngù."	
NPC ®¸nh xa (Kim) 	C«ng kİch néi c«ng 	424		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	1	198	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	100	0	0		0					0	0	0	0	1	\script\skill\npc\ÊôĞÔÔ¶³Ìnpc.lua	physicsdamage_v		seriesdamage_p					boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		NPC ®¸nh xa (Kim) 	
