# PC event droprate per-entry catalog. One row per numeric [N] section.
SourceIndex	RelativePath	SectionIndex	Genre	Detail	Particular	RandRate	MinItemLevel	MaxItemLevel
2	huashan.ini	4	0	0	3	300	0	0
2	huashan.ini	5	0	0	4	300	0	0
2	huashan.ini	6	0	0	5	300	0	0
2	huashan.ini	7	0	1	0	300	0	0
2	huashan.ini	8	0	1	1	300	0	0
2	huashan.ini	9	0	1	2	300	0	0
2	huashan.ini	10	0	2	0	500	0	0
2	huashan.ini	11	0	2	1	500	0	0
2	huashan.ini	12	0	2	2	500	0	0
2	huashan.ini	13	0	2	3	500	0	0
2	huashan.ini	14	0	2	4	500	0	0
2	huashan.ini	15	0	2	5	500	0	0
2	huashan.ini	16	0	2	6	500	0	0
2	huashan.ini	17	0	2	7	500	0	0
2	huashan.ini	18	0	2	8	500	0	0
2	huashan.ini	19	0	2	9	500	0	0
2	huashan.ini	20	0	2	10	500	0	0
2	huashan.ini	21	0	2	11	500	0	0
2	huashan.ini	22	0	2	12	500	0	0
2	huashan.ini	23	0	2	13	500	0	0
2	huashan.ini	24	0	3	0	100	0	0
2	huashan.ini	25	0	4	0	100	0	0
2	huashan.ini	26	0	4	1	100	0	0
2	huashan.ini	27	0	5	0	400	0	0
2	huashan.ini	28	0	5	1	400	0	0
2	huashan.ini	29	0	5	2	400	0	0
2	huashan.ini	30	0	5	3	400	0	0
2	huashan.ini	31	0	6	0	300	0	0
2	huashan.ini	32	0	6	1	300	0	0
2	huashan.ini	33	0	7	0	500	0	0
2	huashan.ini	34	0	7	1	500	0	0
2	huashan.ini	35	0	7	2	500	0	0
2	huashan.ini	36	0	7	3	500	0	0
2	huashan.ini	37	0	7	4	500	0	0
2	huashan.ini	38	0	7	5	500	0	0
2	huashan.ini	39	0	7	6	500	0	0
2	huashan.ini	40	0	7	7	500	0	0
2	huashan.ini	41	0	7	8	500	0	0
2	huashan.ini	42	0	7	9	500	0	0
2	huashan.ini	43	0	7	10	500	0	0
2	huashan.ini	44	0	7	11	500	0	0
2	huashan.ini	45	0	7	12	500	0	0
2	huashan.ini	46	0	7	13	500	0	0
2	huashan.ini	47	0	8	0	300	0	0
2	huashan.ini	48	0	8	1	300	0	0
2	huashan.ini	49	0	9	0	100	0	0
2	huashan.ini	50	0	9	1	100	0	0
2	huashan.ini	51	4	238	1	1	0	0
2	huashan.ini	52	4	239	1	1	0	0
2	huashan.ini	53	4	240	1	1	0	0
2	huashan.ini	54	6	1	18	0	0	0
2	huashan.ini	55	6	1	19	0	0	0
2	huashan.ini	56	4	396	1	0	0	0
2	huashan.ini	57	4	397	1	0	0	0
2	huashan.ini	58	6	1	196	5000	0	0
2	huashan.ini	59	6	1	206	10000	0	0
2	huashan.ini	60	6	1	392	120000	0	0
2	huashan.ini	61	4	508	1	10000	0	0
2	huashan.ini	62	6	1	428	0	0	0
2	huashan.ini	63	6	1	429	0	0	0
2	huashan.ini	64	6	1	430	0	0	0
2	huashan.ini	65	6	1	431	0	0	0
2	huashan.ini	66	6	1	432	0	0	0
2	huashan.ini	67	6	1	433	0	0	0
2	huashan.ini	68	6	1	434	0	0	0
2	huashan.ini	69	6	1	832	66000	0	0
3	jianxiashengri/bianjing.ini	1	0	0	0	300	0	0
3	jianxiashengri/bianjing.ini	2	0	0	1	300	0	0
3	jianxiashengri/bianjing.ini	3	0	0	2	300	0	0
3	jianxiashengri/bianjing.ini	4	0	0	3	300	0	0
3	jianxiashengri/bianjing.ini	5	0	0	4	300	0	0
3	jianxiashengri/bianjing.ini	6	0	0	5	300	0	0
3	jianxiashengri/bianjing.ini	7	0	1	0	300	0	0
3	jianxiashengri/bianjing.ini	8	0	1	1	300	0	0
3	jianxiashengri/bianjing.ini	9	0	1	2	300	0	0
3	jianxiashengri/bianjing.ini	10	0	2	0	500	0	0
3	jianxiashengri/bianjing.ini	11	0	2	1	500	0	0
3	jianxiashengri/bianjing.ini	12	0	2	2	500	0	0
3	jianxiashengri/bianjing.ini	13	0	2	3	500	0	0
3	jianxiashengri/bianjing.ini	14	0	2	4	500	0	0
3	jianxiashengri/bianjing.ini	15	0	2	5	500	0	0
3	jianxiashengri/bianjing.ini	16	0	2	6	500	0	0
3	jianxiashengri/bianjing.ini	17	0	2	7	500	0	0
3	jianxiashengri/bianjing.ini	18	0	2	8	500	0	0
3	jianxiashengri/bianjing.ini	19	0	2	9	500	0	0
3	jianxiashengri/bianjing.ini	20	0	2	10	500	0	0
3	jianxiashengri/bianjing.ini	21	0	2	11	500	0	0
3	jianxiashengri/bianjing.ini	22	0	2	12	500	0	0
3	jianxiashengri/bianjing.ini	23	0	2	13	500	0	0
3	jianxiashengri/bianjing.ini	24	0	3	0	100	0	0
3	jianxiashengri/bianjing.ini	25	0	4	0	100	0	0
3	jianxiashengri/bianjing.ini	26	0	4	1	100	0	0
3	jianxiashengri/bianjing.ini	27	0	5	0	400	0	0
3	jianxiashengri/bianjing.ini	28	0	5	1	400	0	0
3	jianxiashengri/bianjing.ini	29	0	5	2	400	0	0
3	jianxiashengri/bianjing.ini	30	0	5	3	400	0	0
3	jianxiashengri/bianjing.ini	31	0	6	0	300	0	0
3	jianxiashengri/bianjing.ini	32	0	6	1	300	0	0
3	jianxiashengri/bianjing.ini	33	0	7	0	500	0	0
3	jianxiashengri/bianjing.ini	34	0	7	1	500	0	0
3	jianxiashengri/bianjing.ini	35	0	7	2	500	0	0
3	jianxiashengri/bianjing.ini	36	0	7	3	500	0	0
3	jianxiashengri/bianjing.ini	37	0	7	4	500	0	0
3	jianxiashengri/bianjing.ini	38	0	7	5	500	0	0
3	jianxiashengri/bianjing.ini	39	0	7	6	500	0	0
3	jianxiashengri/bianjing.ini	40	0	7	7	500	0	0
3	jianxiashengri/bianjing.ini	41	0	7	8	500	0	0
3	jianxiashengri/bianjing.ini	42	0	7	9	500	0	0
3	jianxiashengri/bianjing.ini	43	0	7	10	500	0	0
3	jianxiashengri/bianjing.ini	44	0	7	11	500	0	0
3	jianxiashengri/bianjing.ini	45	0	7	12	500	0	0
3	jianxiashengri/bianjing.ini	46	0	7	13	500	0	0
3	jianxiashengri/bianjing.ini	47	0	8	0	300	0	0
3	jianxiashengri/bianjing.ini	48	0	8	1	300	0	0
3	jianxiashengri/bianjing.ini	49	0	9	0	100	0	0
3	jianxiashengri/bianjing.ini	50	0	9	1	100	0	0
3	jianxiashengri/bianjing.ini	51	6	1	196	5000	0	0
3	jianxiashengri/bianjing.ini	52	6	1	206	10000	0	0
3	jianxiashengri/bianjing.ini	53	6	1	392	120000	0	0
3	jianxiashengri/bianjing.ini	54	6	1	1679	0	0	0
3	jianxiashengri/bianjing.ini	55	6	1	1680	0	0	0
3	jianxiashengri/bianjing.ini	56	6	1	1734	0	0	0
3	jianxiashengri/bianjing.ini	57	6	1	1748	2475	0	0
3	jianxiashengri/bianjing.ini	58	6	1	1749	825	0	0
3	jianxiashengri/bianjing.ini	59	6	1	1750	3300	0	0
3	jianxiashengri/bianjing.ini	60	6	1	1751	9900	0	0
4	jianxiashengri/chengdu.ini	1	0	0	0	300	0	0
4	jianxiashengri/chengdu.ini	2	0	0	1	300	0	0
4	jianxiashengri/chengdu.ini	3	0	0	2	300	0	0
4	jianxiashengri/chengdu.ini	4	0	0	3	300	0	0
4	jianxiashengri/chengdu.ini	5	0	0	4	300	0	0
4	jianxiashengri/chengdu.ini	6	0	0	5	300	0	0
4	jianxiashengri/chengdu.ini	7	0	1	0	300	0	0
4	jianxiashengri/chengdu.ini	8	0	1	1	300	0	0
4	jianxiashengri/chengdu.ini	9	0	1	2	300	0	0
4	jianxiashengri/chengdu.ini	10	0	2	0	500	0	0
4	jianxiashengri/chengdu.ini	11	0	2	1	500	0	0
4	jianxiashengri/chengdu.ini	12	0	2	2	500	0	0
4	jianxiashengri/chengdu.ini	13	0	2	3	500	0	0
4	jianxiashengri/chengdu.ini	14	0	2	4	500	0	0
4	jianxiashengri/chengdu.ini	15	0	2	5	500	0	0
4	jianxiashengri/chengdu.ini	16	0	2	6	500	0	0
4	jianxiashengri/chengdu.ini	17	0	2	7	500	0	0
4	jianxiashengri/chengdu.ini	18	0	2	8	500	0	0
4	jianxiashengri/chengdu.ini	19	0	2	9	500	0	0
4	jianxiashengri/chengdu.ini	20	0	2	10	500	0	0
4	jianxiashengri/chengdu.ini	21	0	2	11	500	0	0
4	jianxiashengri/chengdu.ini	22	0	2	12	500	0	0
4	jianxiashengri/chengdu.ini	23	0	2	13	500	0	0
4	jianxiashengri/chengdu.ini	24	0	3	0	100	0	0
4	jianxiashengri/chengdu.ini	25	0	4	0	100	0	0
4	jianxiashengri/chengdu.ini	26	0	4	1	100	0	0
4	jianxiashengri/chengdu.ini	27	0	5	0	400	0	0
4	jianxiashengri/chengdu.ini	28	0	5	1	400	0	0
4	jianxiashengri/chengdu.ini	29	0	5	2	400	0	0
4	jianxiashengri/chengdu.ini	30	0	5	3	400	0	0
4	jianxiashengri/chengdu.ini	31	0	6	0	300	0	0
4	jianxiashengri/chengdu.ini	32	0	6	1	300	0	0
4	jianxiashengri/chengdu.ini	33	0	7	0	500	0	0
4	jianxiashengri/chengdu.ini	34	0	7	1	500	0	0
4	jianxiashengri/chengdu.ini	35	0	7	2	500	0	0
4	jianxiashengri/chengdu.ini	36	0	7	3	500	0	0
4	jianxiashengri/chengdu.ini	37	0	7	4	500	0	0
4	jianxiashengri/chengdu.ini	38	0	7	5	500	0	0
4	jianxiashengri/chengdu.ini	39	0	7	6	500	0	0
4	jianxiashengri/chengdu.ini	40	0	7	7	500	0	0
4	jianxiashengri/chengdu.ini	41	0	7	8	500	0	0
4	jianxiashengri/chengdu.ini	42	0	7	9	500	0	0
4	jianxiashengri/chengdu.ini	43	0	7	10	500	0	0
4	jianxiashengri/chengdu.ini	44	0	7	11	500	0	0
4	jianxiashengri/chengdu.ini	45	0	7	12	500	0	0
4	jianxiashengri/chengdu.ini	46	0	7	13	500	0	0
4	jianxiashengri/chengdu.ini	47	0	8	0	300	0	0
4	jianxiashengri/chengdu.ini	48	0	8	1	300	0	0
4	jianxiashengri/chengdu.ini	49	0	9	0	100	0	0
4	jianxiashengri/chengdu.ini	50	0	9	1	100	0	0
4	jianxiashengri/chengdu.ini	51	6	1	196	5000	0	0
4	jianxiashengri/chengdu.ini	52	6	1	206	10000	0	0
4	jianxiashengri/chengdu.ini	53	6	1	392	120000	0	0
4	jianxiashengri/chengdu.ini	54	6	1	1679	0	0	0
4	jianxiashengri/chengdu.ini	55	6	1	1680	0	0	0
4	jianxiashengri/chengdu.ini	56	6	1	1734	0	0	0
4	jianxiashengri/chengdu.ini	57	6	1	1748	2475	0	0
4	jianxiashengri/chengdu.ini	58	6	1	1749	825	0	0
4	jianxiashengri/chengdu.ini	59	6	1	1750	3300	0	0
4	jianxiashengri/chengdu.ini	60	6	1	1751	9900	0	0
5	jianxiashengri/dali.ini	1	0	0	0	300	0	0
5	jianxiashengri/dali.ini	2	0	0	1	300	0	0
5	jianxiashengri/dali.ini	3	0	0	2	300	0	0
5	jianxiashengri/dali.ini	4	0	0	3	300	0	0
5	jianxiashengri/dali.ini	5	0	0	4	300	0	0
5	jianxiashengri/dali.ini	6	0	0	5	300	0	0
5	jianxiashengri/dali.ini	7	0	1	0	300	0	0
5	jianxiashengri/dali.ini	8	0	1	1	300	0	0
5	jianxiashengri/dali.ini	9	0	1	2	300	0	0
5	jianxiashengri/dali.ini	10	0	2	0	500	0	0
5	jianxiashengri/dali.ini	11	0	2	1	500	0	0
5	jianxiashengri/dali.ini	12	0	2	2	500	0	0
5	jianxiashengri/dali.ini	13	0	2	3	500	0	0
5	jianxiashengri/dali.ini	14	0	2	4	500	0	0
5	jianxiashengri/dali.ini	15	0	2	5	500	0	0
5	jianxiashengri/dali.ini	16	0	2	6	500	0	0
5	jianxiashengri/dali.ini	17	0	2	7	500	0	0
5	jianxiashengri/dali.ini	18	0	2	8	500	0	0
5	jianxiashengri/dali.ini	19	0	2	9	500	0	0
5	jianxiashengri/dali.ini	20	0	2	10	500	0	0
5	jianxiashengri/dali.ini	21	0	2	11	500	0	0
5	jianxiashengri/dali.ini	22	0	2	12	500	0	0
5	jianxiashengri/dali.ini	23	0	2	13	500	0	0
5	jianxiashengri/dali.ini	24	0	3	0	100	0	0
5	jianxiashengri/dali.ini	25	0	4	0	100	0	0
5	jianxiashengri/dali.ini	26	0	4	1	100	0	0
5	jianxiashengri/dali.ini	27	0	5	0	400	0	0
5	jianxiashengri/dali.ini	28	0	5	1	400	0	0
5	jianxiashengri/dali.ini	29	0	5	2	400	0	0
5	jianxiashengri/dali.ini	30	0	5	3	400	0	0
5	jianxiashengri/dali.ini	31	0	6	0	300	0	0
5	jianxiashengri/dali.ini	32	0	6	1	300	0	0
5	jianxiashengri/dali.ini	33	0	7	0	500	0	0
5	jianxiashengri/dali.ini	34	0	7	1	500	0	0
5	jianxiashengri/dali.ini	35	0	7	2	500	0	0
5	jianxiashengri/dali.ini	36	0	7	3	500	0	0
5	jianxiashengri/dali.ini	37	0	7	4	500	0	0
5	jianxiashengri/dali.ini	38	0	7	5	500	0	0
5	jianxiashengri/dali.ini	39	0	7	6	500	0	0
5	jianxiashengri/dali.ini	40	0	7	7	500	0	0
5	jianxiashengri/dali.ini	41	0	7	8	500	0	0
5	jianxiashengri/dali.ini	42	0	7	9	500	0	0
5	jianxiashengri/dali.ini	43	0	7	10	500	0	0
5	jianxiashengri/dali.ini	44	0	7	11	500	0	0
5	jianxiashengri/dali.ini	45	0	7	12	500	0	0
5	jianxiashengri/dali.ini	46	0	7	13	500	0	0
5	jianxiashengri/dali.ini	47	0	8	0	300	0	0
5	jianxiashengri/dali.ini	48	0	8	1	300	0	0
5	jianxiashengri/dali.ini	49	0	9	0	100	0	0
5	jianxiashengri/dali.ini	50	0	9	1	100	0	0
5	jianxiashengri/dali.ini	51	6	1	196	5000	0	0
5	jianxiashengri/dali.ini	52	6	1	206	10000	0	0
5	jianxiashengri/dali.ini	53	6	1	392	120000	0	0
5	jianxiashengri/dali.ini	54	6	1	1679	0	0	0
5	jianxiashengri/dali.ini	55	6	1	1680	0	0	0
5	jianxiashengri/dali.ini	56	6	1	1734	0	0	0
5	jianxiashengri/dali.ini	57	6	1	1748	3300	0	0
5	jianxiashengri/dali.ini	58	6	1	1749	9900	0	0
5	jianxiashengri/dali.ini	59	6	1	1750	825	0	0
5	jianxiashengri/dali.ini	60	6	1	1751	2475	0	0
6	jianxiashengri/fengxiang.ini	1	0	0	0	300	0	0
6	jianxiashengri/fengxiang.ini	2	0	0	1	300	0	0
6	jianxiashengri/fengxiang.ini	3	0	0	2	300	0	0
6	jianxiashengri/fengxiang.ini	4	0	0	3	300	0	0
6	jianxiashengri/fengxiang.ini	5	0	0	4	300	0	0
6	jianxiashengri/fengxiang.ini	6	0	0	5	300	0	0
6	jianxiashengri/fengxiang.ini	7	0	1	0	300	0	0
6	jianxiashengri/fengxiang.ini	8	0	1	1	300	0	0
6	jianxiashengri/fengxiang.ini	9	0	1	2	300	0	0
6	jianxiashengri/fengxiang.ini	10	0	2	0	500	0	0
6	jianxiashengri/fengxiang.ini	11	0	2	1	500	0	0
6	jianxiashengri/fengxiang.ini	12	0	2	2	500	0	0
6	jianxiashengri/fengxiang.ini	13	0	2	3	500	0	0
6	jianxiashengri/fengxiang.ini	14	0	2	4	500	0	0
6	jianxiashengri/fengxiang.ini	15	0	2	5	500	0	0
6	jianxiashengri/fengxiang.ini	16	0	2	6	500	0	0
6	jianxiashengri/fengxiang.ini	17	0	2	7	500	0	0
6	jianxiashengri/fengxiang.ini	18	0	2	8	500	0	0
6	jianxiashengri/fengxiang.ini	19	0	2	9	500	0	0
6	jianxiashengri/fengxiang.ini	20	0	2	10	500	0	0
6	jianxiashengri/fengxiang.ini	21	0	2	11	500	0	0
6	jianxiashengri/fengxiang.ini	22	0	2	12	500	0	0
6	jianxiashengri/fengxiang.ini	23	0	2	13	500	0	0
6	jianxiashengri/fengxiang.ini	24	0	3	0	100	0	0
6	jianxiashengri/fengxiang.ini	25	0	4	0	100	0	0
6	jianxiashengri/fengxiang.ini	26	0	4	1	100	0	0
6	jianxiashengri/fengxiang.ini	27	0	5	0	400	0	0
6	jianxiashengri/fengxiang.ini	28	0	5	1	400	0	0
6	jianxiashengri/fengxiang.ini	29	0	5	2	400	0	0
6	jianxiashengri/fengxiang.ini	30	0	5	3	400	0	0
6	jianxiashengri/fengxiang.ini	31	0	6	0	300	0	0
6	jianxiashengri/fengxiang.ini	32	0	6	1	300	0	0
6	jianxiashengri/fengxiang.ini	33	0	7	0	500	0	0
6	jianxiashengri/fengxiang.ini	34	0	7	1	500	0	0
6	jianxiashengri/fengxiang.ini	35	0	7	2	500	0	0
6	jianxiashengri/fengxiang.ini	36	0	7	3	500	0	0
6	jianxiashengri/fengxiang.ini	37	0	7	4	500	0	0
6	jianxiashengri/fengxiang.ini	38	0	7	5	500	0	0
6	jianxiashengri/fengxiang.ini	39	0	7	6	500	0	0
6	jianxiashengri/fengxiang.ini	40	0	7	7	500	0	0
6	jianxiashengri/fengxiang.ini	41	0	7	8	500	0	0
6	jianxiashengri/fengxiang.ini	42	0	7	9	500	0	0
6	jianxiashengri/fengxiang.ini	43	0	7	10	500	0	0
6	jianxiashengri/fengxiang.ini	44	0	7	11	500	0	0
6	jianxiashengri/fengxiang.ini	45	0	7	12	500	0	0
6	jianxiashengri/fengxiang.ini	46	0	7	13	500	0	0
6	jianxiashengri/fengxiang.ini	47	0	8	0	300	0	0
6	jianxiashengri/fengxiang.ini	48	0	8	1	300	0	0
6	jianxiashengri/fengxiang.ini	49	0	9	0	100	0	0
6	jianxiashengri/fengxiang.ini	50	0	9	1	100	0	0
6	jianxiashengri/fengxiang.ini	51	6	1	196	5000	0	0
6	jianxiashengri/fengxiang.ini	52	6	1	206	10000	0	0
6	jianxiashengri/fengxiang.ini	53	6	1	392	120000	0	0
6	jianxiashengri/fengxiang.ini	54	6	1	1679	0	0	0
6	jianxiashengri/fengxiang.ini	55	6	1	1680	0	0	0
6	jianxiashengri/fengxiang.ini	56	6	1	1734	0	0	0
6	jianxiashengri/fengxiang.ini	57	6	1	1748	3300	0	0
6	jianxiashengri/fengxiang.ini	58	6	1	1749	9900	0	0
6	jianxiashengri/fengxiang.ini	59	6	1	1750	825	0	0
6	jianxiashengri/fengxiang.ini	60	6	1	1751	2475	0	0
7	jianxiashengri/linan.ini	1	0	0	0	300	0	0
7	jianxiashengri/linan.ini	2	0	0	1	300	0	0
7	jianxiashengri/linan.ini	3	0	0	2	300	0	0
7	jianxiashengri/linan.ini	4	0	0	3	300	0	0
7	jianxiashengri/linan.ini	5	0	0	4	300	0	0
7	jianxiashengri/linan.ini	6	0	0	5	300	0	0
7	jianxiashengri/linan.ini	7	0	1	0	300	0	0
7	jianxiashengri/linan.ini	8	0	1	1	300	0	0
7	jianxiashengri/linan.ini	9	0	1	2	300	0	0
7	jianxiashengri/linan.ini	10	0	2	0	500	0	0
7	jianxiashengri/linan.ini	11	0	2	1	500	0	0
7	jianxiashengri/linan.ini	12	0	2	2	500	0	0
7	jianxiashengri/linan.ini	13	0	2	3	500	0	0
7	jianxiashengri/linan.ini	14	0	2	4	500	0	0
7	jianxiashengri/linan.ini	15	0	2	5	500	0	0
7	jianxiashengri/linan.ini	16	0	2	6	500	0	0
7	jianxiashengri/linan.ini	17	0	2	7	500	0	0
7	jianxiashengri/linan.ini	18	0	2	8	500	0	0
7	jianxiashengri/linan.ini	19	0	2	9	500	0	0
7	jianxiashengri/linan.ini	20	0	2	10	500	0	0
7	jianxiashengri/linan.ini	21	0	2	11	500	0	0
7	jianxiashengri/linan.ini	22	0	2	12	500	0	0
7	jianxiashengri/linan.ini	23	0	2	13	500	0	0
7	jianxiashengri/linan.ini	24	0	3	0	100	0	0
7	jianxiashengri/linan.ini	25	0	4	0	100	0	0
7	jianxiashengri/linan.ini	26	0	4	1	100	0	0
7	jianxiashengri/linan.ini	27	0	5	0	400	0	0
7	jianxiashengri/linan.ini	28	0	5	1	400	0	0
7	jianxiashengri/linan.ini	29	0	5	2	400	0	0
7	jianxiashengri/linan.ini	30	0	5	3	400	0	0
7	jianxiashengri/linan.ini	31	0	6	0	300	0	0
7	jianxiashengri/linan.ini	32	0	6	1	300	0	0
7	jianxiashengri/linan.ini	33	0	7	0	500	0	0
7	jianxiashengri/linan.ini	34	0	7	1	500	0	0
7	jianxiashengri/linan.ini	35	0	7	2	500	0	0
7	jianxiashengri/linan.ini	36	0	7	3	500	0	0
7	jianxiashengri/linan.ini	37	0	7	4	500	0	0
7	jianxiashengri/linan.ini	38	0	7	5	500	0	0
7	jianxiashengri/linan.ini	39	0	7	6	500	0	0
7	jianxiashengri/linan.ini	40	0	7	7	500	0	0
7	jianxiashengri/linan.ini	41	0	7	8	500	0	0
7	jianxiashengri/linan.ini	42	0	7	9	500	0	0
7	jianxiashengri/linan.ini	43	0	7	10	500	0	0
7	jianxiashengri/linan.ini	44	0	7	11	500	0	0
7	jianxiashengri/linan.ini	45	0	7	12	500	0	0
7	jianxiashengri/linan.ini	46	0	7	13	500	0	0
7	jianxiashengri/linan.ini	47	0	8	0	300	0	0
7	jianxiashengri/linan.ini	48	0	8	1	300	0	0
7	jianxiashengri/linan.ini	49	0	9	0	100	0	0
7	jianxiashengri/linan.ini	50	0	9	1	100	0	0
7	jianxiashengri/linan.ini	51	6	1	196	5000	0	0
7	jianxiashengri/linan.ini	52	6	1	206	10000	0	0
7	jianxiashengri/linan.ini	53	6	1	392	120000	0	0
7	jianxiashengri/linan.ini	54	6	1	1679	0	0	0
7	jianxiashengri/linan.ini	55	6	1	1680	0	0	0
7	jianxiashengri/linan.ini	56	6	1	1734	0	0	0
7	jianxiashengri/linan.ini	57	6	1	1748	9900	0	0
7	jianxiashengri/linan.ini	58	6	1	1749	3300	0	0
7	jianxiashengri/linan.ini	59	6	1	1750	2475	0	0
7	jianxiashengri/linan.ini	60	6	1	1751	825	0	0
8	jianxiashengri/nanyue.ini	1	0	0	0	300	0	0
8	jianxiashengri/nanyue.ini	2	0	0	1	300	0	0
8	jianxiashengri/nanyue.ini	3	0	0	2	300	0	0
8	jianxiashengri/nanyue.ini	4	0	0	3	300	0	0
8	jianxiashengri/nanyue.ini	5	0	0	4	300	0	0
8	jianxiashengri/nanyue.ini	6	0	0	5	300	0	0
8	jianxiashengri/nanyue.ini	7	0	1	0	300	0	0
8	jianxiashengri/nanyue.ini	8	0	1	1	300	0	0
8	jianxiashengri/nanyue.ini	9	0	1	2	300	0	0
8	jianxiashengri/nanyue.ini	10	0	2	0	500	0	0
8	jianxiashengri/nanyue.ini	11	0	2	1	500	0	0
8	jianxiashengri/nanyue.ini	12	0	2	2	500	0	0
8	jianxiashengri/nanyue.ini	13	0	2	3	500	0	0
8	jianxiashengri/nanyue.ini	14	0	2	4	500	0	0
8	jianxiashengri/nanyue.ini	15	0	2	5	500	0	0
8	jianxiashengri/nanyue.ini	16	0	2	6	500	0	0
8	jianxiashengri/nanyue.ini	17	0	2	7	500	0	0
8	jianxiashengri/nanyue.ini	18	0	2	8	500	0	0
8	jianxiashengri/nanyue.ini	19	0	2	9	500	0	0
8	jianxiashengri/nanyue.ini	20	0	2	10	500	0	0
8	jianxiashengri/nanyue.ini	21	0	2	11	500	0	0
8	jianxiashengri/nanyue.ini	22	0	2	12	500	0	0
8	jianxiashengri/nanyue.ini	23	0	2	13	500	0	0
8	jianxiashengri/nanyue.ini	24	0	3	0	100	0	0
8	jianxiashengri/nanyue.ini	25	0	4	0	100	0	0
8	jianxiashengri/nanyue.ini	26	0	4	1	100	0	0
8	jianxiashengri/nanyue.ini	27	0	5	0	400	0	0
8	jianxiashengri/nanyue.ini	28	0	5	1	400	0	0
8	jianxiashengri/nanyue.ini	29	0	5	2	400	0	0
8	jianxiashengri/nanyue.ini	30	0	5	3	400	0	0
8	jianxiashengri/nanyue.ini	31	0	6	0	300	0	0
8	jianxiashengri/nanyue.ini	32	0	6	1	300	0	0
8	jianxiashengri/nanyue.ini	33	0	7	0	500	0	0
8	jianxiashengri/nanyue.ini	34	0	7	1	500	0	0
8	jianxiashengri/nanyue.ini	35	0	7	2	500	0	0
8	jianxiashengri/nanyue.ini	36	0	7	3	500	0	0
