SourceIndex	IndexKind	SourceRoot	RelativePath	Directory	FileName	Extension	IsLua	IsTextConfig	SizeBytes	Sha256
36	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1003/registe.lua	config/1003	registe.lua	lua	1	0	305	3bda87193a06aaaaccb6950b80b8d71b88db395a165c9e42bf8946d0225c7b11
37	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1003/variables.lua	config/1003	variables.lua	lua	1	0	473	75a470b9e83bb46b215aaaa777827929b5e17d8d16aa385b10b8fe1708aae79d
38	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/activeingame.lua	config/1005	activeingame.lua	lua	1	0	2333	6026c3f04279bd053ada3f219b8629d3214b420780d875b6af98a510723c6aa8
39	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/check_func.lua	config/1005	check_func.lua	lua	1	0	959	b160f6c8796f5e3e04a2fee5d97f66277ad96b12e0f53e2db173f0e739f5e7d5
40	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/config.lua	config/1005	config.lua	lua	1	0	4786	7452320a8ab6dc12d6b32ea67df27c8bc2dfd9dafa07a4f77a72de15ebe0de95
41	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/dailyaward.lua	config/1005	dailyaward.lua	lua	1	0	10610	17e56830f26d3dca0f806c27454c027d244ff7b18f5b2b6f23fe858365bbba29
42	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/exchange_gold_equip.lua	config/1005	exchange_gold_equip.lua	lua	1	0	8153	a696341412bfeb140c7c8729f20caf171b48418e0a547d9d077ed18254d264b0
43	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/exchange_wrong_equip.lua	config/1005	exchange_wrong_equip.lua	lua	1	0	2647	970a91c7f02034bbcc953b4e37361805b1a0f36fe2614ec05c23601b518def2a
44	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/extend.lua	config/1005	extend.lua	lua	1	0	565	0ef629e7508eee41eda4d2b36312bed19a5a1108d3091ff270a6153993802a35
45	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/head.lua	config/1005	head.lua	lua	1	0	307	8f6a5644f15d99a0e98f51bd16ebb20a0f40741cbb20cde05a60de946d8acdb6
46	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/main_func.lua	config/1005	main_func.lua	lua	1	0	3662	e81ada9fedde9f85e19bc1344abf88ed9f9793543b2d7ea4878a3aa5fe2a2e60
47	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/partysupport.lua	config/1005	partysupport.lua	lua	1	0	1818	78145125fb7536a474e9f7f5e4ab51c9ddc04443869efb803b2937b6cae32ea3
48	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/personal_award.lua	config/1005	personal_award.lua	lua	1	0	8551	68dac9ed22188778c3858bb5cb349e366892004e0b13d91e49042550b612b04a
49	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/personal_quest.lua	config/1005	personal_quest.lua	lua	1	0	16803	4e5cf780cfbdfecc0e5d70f4e0932646d0976dcb31da748371ccdac8fb0380ea
50	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/phongvanlenh.lua	config/1005	phongvanlenh.lua	lua	1	0	450	76f58d028c3fd5b3febaa4411d369b4b7fd80574a167457d959b24991a12d87b
51	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/registe.lua	config/1005	registe.lua	lua	1	0	305	10c8f73df753a7205e2c79ced3888ad34eb9cccded80c9749cd89c1a8ae241dc
52	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/ruong_bach_ho.lua	config/1005	ruong_bach_ho.lua	lua	1	0	277	0cc7004d2a838e7c32969ba965fc6f0dd8181be2303ba8204641c9b94cebeeae
53	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/ruong_vukhi_bachho.lua	config/1005	ruong_vukhi_bachho.lua	lua	1	0	5963	d33c704e7c07273a714798e5ade47c3fa5323f05008cf540780f7f27e174e795
54	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/thuonglangchibao.lua	config/1005	thuonglangchibao.lua	lua	1	0	593	93fd6043bc881ae88351f3148ed076502afa261051af2e9986c099642356c63d
55	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/tongsupport.lua	config/1005	tongsupport.lua	lua	1	0	4424	b9849a94a00b24af25a4d431b15dc58c353795661cfc7d7f2b867ff4075ea105
56	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/tumangchibao.lua	config/1005	tumangchibao.lua	lua	1	0	459	254ef2deb8a9ce365ef535f059baf49b31b5f83af94fab5df4b08e8bafaea252
57	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1005/variables.lua	config/1005	variables.lua	lua	1	0	5497	c8b2169cbb1d193791123f97ff12bf78066612dcbd94c23ee0b779ce7dfc8325
58	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1006/config.lua	config/1006	config.lua	lua	1	0	1994	bcd947b55b0b9dbb57f2b8e5f76d332cde928a0724d5f7745999fd284aedd4c9
59	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1006/head.lua	config/1006	head.lua	lua	1	0	324	995107e0c86bc5c5a8d63296c42720dc7ccd3cb5aa69ff61977669e4057207ad
60	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1006/registe.lua	config/1006	registe.lua	lua	1	0	305	f59cd5f39c2d06340d75c53ed52f0981515c411f6f816c52622657ff7f7321e9
61	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1006/variables.lua	config/1006	variables.lua	lua	1	0	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
62	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1007/config.lua	config/1007	config.lua	lua	1	0	7639	8d2c5a5f2b82efd88d364781c4bf22acacbf0082453560bf51d154c693e89f80
63	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1007/extend.lua	config/1007	extend.lua	lua	1	0	8534	2dcf3dcdc201e13e3472a033d21b0470efa0a502464487be33402835b50e7882
64	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1007/head.lua	config/1007	head.lua	lua	1	0	361	69a76dcbb3565ecaea296174940dd79fc1e490a3f937736762e77a783c8aaf62
65	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1007/registe.lua	config/1007	registe.lua	lua	1	0	324	121b7f6c98166e1c4ae80d739eb795864b866e9458a5d2c4b2d83ed660b7913f
66	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1007/variables.lua	config/1007	variables.lua	lua	1	0	429	8da5e950951ebcb7b29bd60e0e1a71edabdf2ce8f9e1d08a0de80666bfa6e2d8
67	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1009/award_ext.lua	config/1009	award_ext.lua	lua	1	0	9911	cac037a1c91344792317525089adad35848b8ae8092ec3f7b7fec0c207a6e063
68	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1009/config.lua	config/1009	config.lua	lua	1	0	6198	196075524afac293d6d5af1e28fa526266283eb2050d87ffa95c8e750495568f
69	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1009/extend.lua	config/1009	extend.lua	lua	1	0	4044	eda65ddc705020cb69cf760a0186d86a5a4a9b82f50d41b3bb81b70070af4c9c
70	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1009/head.lua	config/1009	head.lua	lua	1	0	340	0094d58d77b4f18122a4a6ff9ccba5dab3d150be42069faa862d4662d50a910d
71	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1009/registe.lua	config/1009	registe.lua	lua	1	0	305	d05b41e2b8d33fed44b6606b7f7cabf928b4093002874dff854941d14d7e8904
72	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1009/variables.lua	config/1009	variables.lua	lua	1	0	1239	ba0d64435542c309600aae297a9fac833c7f7e56815ea2545065ae75e929a0d6
73	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/101/config.lua	config/101	config.lua	lua	1	0	516	49dc0c2b9819ae7d619b917af303d9aab93d7f2741da123ce35a6a8525b225e9
74	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/award_ext.lua	config/1010	award_ext.lua	lua	1	0	11154	bffba7ff23943afd90aca52fabcf26297653252e1dab854443b624470f64d56e
75	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/campaingbox.lua	config/1010	campaingbox.lua	lua	1	0	882	f7693c3b4a23716294fde71c5c8cb8298f9221a846baf56d1e44c35d518ac0b2
76	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/campaingboxs.lua	config/1010	campaingboxs.lua	lua	1	0	885	b012a3a836cfe9baadd3eac0bfad87e7fcee9d13ce085c91c570c7e2a176bfd1
77	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/config.lua	config/1010	config.lua	lua	1	0	14789	da9b48ca4aae6a9ff2c496aa5e85c5745306d3b3de86c4298737efada775fd09
78	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/contribox.lua	config/1010	contribox.lua	lua	1	0	686	546205f700c860f2f92aba897ef9d3c3a95f2cebfef4c2b6af271807c1a1d225
79	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/contriboxs.lua	config/1010	contriboxs.lua	lua	1	0	689	c24a12ba1a68a114066d2bba9dca4af8aa58a06323cde6ab82d674e235cc7c1c
80	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/extend.lua	config/1010	extend.lua	lua	1	0	3539	9d0702c11a7ff978d0bcfda105aec1947eba46a7145bea9df7299f69f9fc68ee
81	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/head.lua	config/1010	head.lua	lua	1	0	338	8929d61a81171dcfb5b684e807ff9957a8050ba5f4228f3423235376a3cca1c5
82	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/kienthietbox.lua	config/1010	kienthietbox.lua	lua	1	0	882	9e234e3d4baf2b14bd3d1856ce14709d6717139bd37ffba7a46bb4579b49df67
83	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/kienthietboxs.lua	config/1010	kienthietboxs.lua	lua	1	0	884	8bb47aa7f61f0134f6fad8a5ef1689d7a6c7866f41210cc387529c111c819eae
84	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/registe.lua	config/1010	registe.lua	lua	1	0	305	315a762110fb753a63a8f7030856d892ab9a9101987b7576770af72165597c63
85	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/1010/variables.lua	config/1010	variables.lua	lua	1	0	2243	65b75137236275829d4422fe77841fbd431a08b3a56d18e663e380846efef7b8
86	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/11/award.lua	config/11	award.lua	lua	1	0	7339	799836d77b4bff7cb701f5bb60ffe3c7f9f68e48a1ecf42f55167443d9996644
87	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/11/config.lua	config/11	config.lua	lua	1	0	14137	f572f35be48ac39547220eb00c399896a601143820ff302361bd39e9860dfeed
88	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/11/extend.lua	config/11	extend.lua	lua	1	0	6651	822122ff538127825c11ca587a0ef07cd8df3e4c831656a39a216eadf513c6cd
89	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/11/head.lua	config/11	head.lua	lua	1	0	326	f8060e1db0cb1560a2fe0f2ec3e3ae90758c72d9e4acc44fa86dd9973e8a0a22
90	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/11/registe.lua	config/11	registe.lua	lua	1	0	301	b2f4eb072b7926fefe8378586681bc431bbc4031e3579fd9667e81bd85482b0a
91	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/11/variables.lua	config/11	variables.lua	lua	1	0	1570	490dde1d0c5865f54e168a1247f65adb322534ca2bf71f140c09f4ebc07b8b90
92	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/carriage.lua	config/12	carriage.lua	lua	1	0	3040	254e203e2e06fe7659eb17fbb0928b5495f79555d919d4975ea209582977a1e8
93	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/config.lua	config/12	config.lua	lua	1	0	5602	11806c6d7a00cf0af76d62e203a04a7911135bdc94c5564e45087f70c5d141f7
94	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/extend.lua	config/12	extend.lua	lua	1	0	4791	2171b416206c8744c512d2554ebffcff15d7f4d8c120ffb4b8ec47d7c4226129
95	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/head.lua	config/12	head.lua	lua	1	0	351	3733b74033386c2139e58166dfd5a1430d39d245b5b30f06514ecbc5a7b6f490
96	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/registe.lua	config/12	registe.lua	lua	1	0	301	af1bca9a3d28454bcb3b6e8b9f7f654ec1d24183c5faf219eab0eccd18dd81eb
97	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/usehealbag.lua	config/12	usehealbag.lua	lua	1	0	2161	26f6fff5ac177dd5d137e025f056bb6e12d8903a4a0eae2f343970d6c957924d
98	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/12/variables.lua	config/12	variables.lua	lua	1	0	719	4bbe961e4a1e31d6535f85c4f3f147abab43f61d7c3cf653a3a3322fa85c8abd
99	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/13/config.lua	config/13	config.lua	lua	1	0	6690	4ee0b38b9d14408e11424d8887c9378896f8ed07453ed05cf10bdf2c84a4c9d7
100	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/13/head.lua	config/13	head.lua	lua	1	0	281	40a2b3890019742247b1440b4a328f3c35eab3885a971b52a2955e684abdba2b
101	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/13/registe.lua	config/13	registe.lua	lua	1	0	301	34e37fd5a445a8fd5065c250479ab19741fd1e0ff45f6441a8225890f62228c3
102	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/15/config.lua	config/15	config.lua	lua	1	0	10998	55829d8e24e9a3806992f566da6dbbc1d124e4cb83d13940492bb87dcc3572af
103	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/16/config.lua	config/16	config.lua	lua	1	0	2683	f31530a5d97aae89a870b56d989bf7f6ac5e25a06190320a83c30050ba945f4e
104	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/16/head.lua	config/16	head.lua	lua	1	0	277	fe169289f8d62eeabb27f8bfabf9c812e93c7b0c1264a5af8c5c43babbb45514
105	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/16/registe.lua	config/16	registe.lua	lua	1	0	301	e2b0ca9b7417f8e2f8888983c6e789bd8f328aa16a512ba3be209c293e4f5eeb
106	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/17/config.lua	config/17	config.lua	lua	1	0	5176	131f833d3e1583a4c41fa176f118fcb574a9c527877d7947f09ff2077f66c7c7
107	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/17/extend.lua	config/17	extend.lua	lua	1	0	3932	1bbd5b30e05ec9b9da7c877df8675039193f1baaaf7ab262a2f535b8206e304f
108	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/17/head.lua	config/17	head.lua	lua	1	0	283	7a707c2393c32174d190177c02d86d9d28faf6e60b92cccdb56e3786e192e8ca
109	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/17/registe.lua	config/17	registe.lua	lua	1	0	301	32b1446470859e3fc0d8b17d8fcb62bd551afbcea938c93e1506367b55d9c6b5
110	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/17/shuizeibaoxiang.lua	config/17	shuizeibaoxiang.lua	lua	1	0	4156	626139f3b2a5415bf35bdf6830370770998ee341d644017b6e0a654e219f0f3d
111	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/17/vnshuizeibaoxiang.lua	config/17	vnshuizeibaoxiang.lua	lua	1	0	6956	19d94e07dfa493c42f8f15c00b597d62c0861e94c7bf899056605a823dc05cb0
112	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/18/config.lua	config/18	config.lua	lua	1	0	20397	29caae52e3fb985539f4de4faea56739047ffd7c908bce415bd46142edd1bbe2
113	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/config.lua	config/19	config.lua	lua	1	0	9629	efda3f242253197a003863f7700a8af83a79247e982c94be41d6942e8823ae92
114	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/extend.lua	config/19	extend.lua	lua	1	0	5176	26f1a6a72d405b7d570502a4a2bb82d219caa2128087dad70c4e5089c3f917b3
115	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/head.lua	config/19	head.lua	lua	1	0	308	737985d41399fb7fcf150c769c02a170b050c43a83cfe0c2ea7355cf5c1f1f37
116	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/hongxian.lua	config/19	hongxian.lua	lua	1	0	174	49ebfcfcdb5d090e5928efae8a9f228321c4fb586e27053343e1bdd6d7aa76c2
117	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/meiguihuazi.lua	config/19	meiguihuazi.lua	lua	1	0	1315	bb64379e1fccf1ce04a54485adfc268d7c07d3893adee7c55e95f1bdaecb23f4
118	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/meiguilihe.lua	config/19	meiguilihe.lua	lua	1	0	645	caed10020ac8a81546700ff9bce6e6fea4fabb6b83d578bca1761720576cd4eb
119	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/qingrenlihe.lua	config/19	qingrenlihe.lua	lua	1	0	863	b923402571c3ae7425fb66e08d7e5134a062a03ed3320d9f19a5d89624b6ada8
120	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/qingrenshuzi.lua	config/19	qingrenshuzi.lua	lua	1	0	1526	7e08c4001ecade0e836392c0d61594d471366968446f747b556a42b918e6a29d
121	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/qingrentree.lua	config/19	qingrentree.lua	lua	1	0	2504	d2f625e033f3d1394d656b1721e669a48b63459781c54df8520e1c4ccaaa4478
122	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/registe.lua	config/19	registe.lua	lua	1	0	301	347fd6e2a59241c783df89f89af180e25116ecd1344b24e4e303992aceb54df9
123	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/tree.lua	config/19	tree.lua	lua	1	0	8331	64f1b613a29f96b400f8f01e694f74802c5a48f950fc9c58bafbc77c41f32169
124	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/valentinehead.lua	config/19	valentinehead.lua	lua	1	0	11143	7af78f504f7bb458bde368cb82da1e1c6f8c41b839f587ce1d6cfa5932a719e2
125	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/variables.lua	config/19	variables.lua	lua	1	0	169	052d3f658b7b3bffa002f6ee94e53194dae5afb63e24e77ff71f1e8e7bd78ed2
126	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/xiangsidou.lua	config/19	xiangsidou.lua	lua	1	0	1303	59877a5bd0b200abb481872c277b5fa1f27aec418496149b3375d93196149a11
127	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/19/xiangsilihe.lua	config/19	xiangsilihe.lua	lua	1	0	725	16349157ae9b48588c7f6380b3157f2b5cbc5ee480289a55a874f61a568e05a3
128	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/2/ambience.lua	config/2	ambience.lua	lua	1	0	2366	4bd6c9ae057c6c3793955d4d6caca50afef21e38324f617376fcd4f75c1bf383
129	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/2/ambience_npc.lua	config/2	ambience_npc.lua	lua	1	0	24989	3941fd5572593d2db1b21a79c3d0edc88d72e67e1a21b2126bddee0110d50601
130	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/2/award.lua	config/2	award.lua	lua	1	0	2007	01aa536fa758bf8505f561e382bb4ed9e7e0f60f071f0ed273acb6f597b24acf
131	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/2/config.lua	config/2	config.lua	lua	1	0	7779	cae424dd7192ffe43c43d6a3c84b5f6144bc015e572654ba3023aa9460d2e9af
132	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/2/extend.lua	config/2	extend.lua	lua	1	0	3466	f9e77dc345b7077ebca9925b6d3d3dc2b43949a44f5a24289585cc285b79b9e7
133	source	Server 6.0/server/home_jxser/server1/script/activitysys	config/2/gift_pos.lua	config/2	gift_pos.lua	lua	1	0	939	9783aa81bd24f4532a79a284ff4f3f647469bc7cc04dde29071d2a8f9b207305
