# VLTK Mobile — PC script/global source index
# Source of truth: /var/www/jx-pc/01_tinh_kiem_source/source/00.src-tinh-kiem/bin/Server/Server/script/global
# Directory rows preserve PC subdirectories; file rows preserve size/sha256. No Lua runtime semantics are claimed.
SourceIndex	EntryKind	SourceRoot	RelativePath	Directory	FileName	Extension	IsLua	SizeBytes	Sha256
86	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/宋金报名点/obj	特殊用地/宋金报名点	obj		0	0	
87	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/宋金报名点/trap	特殊用地/宋金报名点	trap		0	0	
88	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/梦境	特殊用地	梦境		0	0	
89	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/梦境/npc	特殊用地/梦境	npc		0	0	
90	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/梦境/obj	特殊用地/梦境	obj		0	0	
91	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/梦境/trap	特殊用地/梦境	trap		0	0	
92	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/梦境山洞	特殊用地	梦境山洞		0	0	
93	directory	Server 6.0/server/home_jxser/server1/script/global	特殊用地/梦境山洞/trap	特殊用地/梦境山洞	trap		0	0	
94	file	Server 6.0/server/home_jxser/server1/script/global	addspreadernpc.lua		addspreadernpc.lua	lua	1	2336	ce1ac6e93288d83073af4715d7b98ab78f880311eedee3687d4d8cdd46c43ed4
95	file	Server 6.0/server/home_jxser/server1/script/global	addxishancunnpc.lua		addxishancunnpc.lua	lua	1	1455	00e0a0c7394b2ef2ce59d9684f46967a45dfa0899a3decdf15c9f5a0c5bf10a4
96	file	Server 6.0/server/home_jxser/server1/script/global	autochat.lua		autochat.lua	lua	1	304	50f9d92ec7c83ea556c7b7ba4bb58f90ea006a58da01922fccb48554d6fce68e
97	file	Server 6.0/server/home_jxser/server1/script/global	autoexec.lua		autoexec.lua	lua	1	34417	37f697230aec4fca0865a2373bc6b0a46dc048a4367ba89bef3693764f93849c
98	file	Server 6.0/server/home_jxser/server1/script/global	autoexec_head.lua		autoexec_head.lua	lua	1	465	0a704155a33194ab8dcd839eb8a920478d69bfb957f88ad824cb8faa8cd5070a
99	file	Server 6.0/server/home_jxser/server1/script/global	baijuwanhead.lua		baijuwanhead.lua	lua	1	12241	3cf16939c8da916fcc069261275434663000a2fcec08c2bb49c34f4cea797f4a
100	file	Server 6.0/server/home_jxser/server1/script/global	ban.lua		ban.lua	lua	1	42	3d8261dc0d227f7a3e6eccf6fd285104b974008d7ba9b4ed092fdf4d6ae045dc
101	file	Server 6.0/server/home_jxser/server1/script/global	chatroom_addtime.lua		chatroom_addtime.lua	lua	1	320	4d985f7d13ecae4bcd105d00e3e6581094f831c0a17130160eacbfd417caae0b
102	file	Server 6.0/server/home_jxser/server1/script/global	chatroom_create.lua		chatroom_create.lua	lua	1	324	be5b11a1aac53ff27c2ae9ca90fef49e27c27f2cdebc02af89c6f9fbcf23d91b
103	file	Server 6.0/server/home_jxser/server1/script/global	christmas.lua		christmas.lua	lua	1	14081	8714e56b02477947836e11e7d244746dd3585f1bfe437b9867c9a3f82cbca7f3
104	file	Server 6.0/server/home_jxser/server1/script/global	christmastree.lua		christmastree.lua	lua	1	2284	32ba81889f735ddcdb5086ae23119d8fd21f3f1a19f695ec9d5ab8d322c4351f
105	file	Server 6.0/server/home_jxser/server1/script/global	chuangong.lua		chuangong.lua	lua	1	9820	b3827ede8fca4d20c6f54ec2d3b6eb161c7dfea1900f93a30def7e98f182ddb4
106	file	Server 6.0/server/home_jxser/server1/script/global	chuangong_login.lua		chuangong_login.lua	lua	1	2923	56b8165084912308b0714fd5fdbd8141fc5c342072972668cb5c9be11231538e
107	file	Server 6.0/server/home_jxser/server1/script/global	client_playerlevelup.lua		client_playerlevelup.lua	lua	1	6293	017992536f5181b60bb2b961c46f8cb01fcf67018e74f84fb214d480531c71e8
108	file	Server 6.0/server/home_jxser/server1/script/global	cn/extpointfunc_proc.lua	cn	extpointfunc_proc.lua	lua	1	1643	851310532f43bbd03f51abe174f273e28f670c58483434ace585b058f5096d5f
109	file	Server 6.0/server/home_jxser/server1/script/global	cn/gamebank_head.lua	cn	gamebank_head.lua	lua	1	362	785cc7720d619e9c20697a8e3616a5e833aa4799755265d82092843e83a193fb
110	file	Server 6.0/server/home_jxser/server1/script/global	cn/gamebank_proc.lua	cn	gamebank_proc.lua	lua	1	8667	754842fd1c8ee3a8805ffb43fe4cc2ba81129a7f365bd2800c07d9eea544fe88
111	file	Server 6.0/server/home_jxser/server1/script/global	del_horse.lua		del_horse.lua	lua	1	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
112	file	Server 6.0/server/home_jxser/server1/script/global	deletezizhuang_vn.lua		deletezizhuang_vn.lua	lua	1	1479	9fed1c90cccbc92bc2c02de28301a1a8bba79875a2fc59eb1bd2a0f5a2f5fffa
113	file	Server 6.0/server/home_jxser/server1/script/global	dicegame.lua		dicegame.lua	lua	1	1298	b0fb1358767c289d50f9976e469eed9f6523f72e2d0fafb03235b9290f117b6f
114	file	Server 6.0/server/home_jxser/server1/script/global	dlgnpc_list.lua		dlgnpc_list.lua	lua	1	3537	8d0e4b7f44ab403b0d674f516f3fda7a93acd5eac14f286b055197f2903b3d6e
115	file	Server 6.0/server/home_jxser/server1/script/global	equip_system.lua		equip_system.lua	lua	1	2670	5e3296244881071a0ab3457819f5def00958b6f8a3ae6bd180a709951b12e39b
116	file	Server 6.0/server/home_jxser/server1/script/global	equipenchase_help.lua		equipenchase_help.lua	lua	1	3891	57cccddcda7d771d3fe43f9be5159fcc23c7b9d86961f27aa96ac5c665a4f776
117	file	Server 6.0/server/home_jxser/server1/script/global	extpointfunc.lua		extpointfunc.lua	lua	1	247	c077476b1a0c08ff6fabba69cfde0e56e5f99166a1b506cc26a8768f2346ae6b
118	file	Server 6.0/server/home_jxser/server1/script/global	faeshi.lua		faeshi.lua	lua	1	7717	9800606d1d4452b97968a791786479885b67251a6dc95288f71a3c16ae28b14d
119	file	Server 6.0/server/home_jxser/server1/script/global	fightnpc_list.lua		fightnpc_list.lua	lua	1	1995	f9e37663c37d56da3a299c5d72237ab9bdc2a52e3e6c4b0dfee1de1818fb640c
120	file	Server 6.0/server/home_jxser/server1/script/global	findboss.lua		findboss.lua	lua	1	16128	bdc093359fb0d99bbb03806f1c1bc78910a78e4f76231ba28de5c71b88b745b3
121	file	Server 6.0/server/home_jxser/server1/script/global	forbidmap.lua		forbidmap.lua	lua	1	2771	b3db498169b132e7bb30485201f1e12904b3c9bd4e80a2218b5c5291d2ceef89
122	file	Server 6.0/server/home_jxser/server1/script/global	fuyuan.lua		fuyuan.lua	lua	1	6542	547a80405259c6f074621b4bda2c09a5e524d0d6133a3c234e5ba817c2505e2d
123	file	Server 6.0/server/home_jxser/server1/script/global	general/doimaupk.lua	general	doimaupk.lua	lua	1	709	15c9c071e7e94876f39433f9d2fbb23079505b4026ae6ee1c04cb0a96d4b4ae1
124	file	Server 6.0/server/home_jxser/server1/script/global	general/ghephhl.lua	general	ghephhl.lua	lua	1	3047	b0ff72c55048f548dcf151e81ddf44b2d37687cbe4f54e1aae74214b5095311e
125	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/giaiketnhanvat.lua	general/hotrotanthu	giaiketnhanvat.lua	lua	1	327	146589fa09ec4e237811be0654c2c1d1bf77764a22723a540fa80e82dd0c5d20
126	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/hotrolandau.lua	general/hotrotanthu	hotrolandau.lua	lua	1	903	ebce62b978e99c60304b2e638ca12d839f3ad0d9a5bb4818f906620ab9d38c84
127	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/item/settumang.lua	general/hotrotanthu/item	settumang.lua	lua	1	3247	1cb7599a6b00a524d04ed62d68763ab0bed1565070ca4076e9d512fe834ccc1d
128	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/item/tuinguhanhan.lua	general/hotrotanthu/item	tuinguhanhan.lua	lua	1	2689	3d2b82fa1dc4fd7d037ce5dc110026226e90f1e97fff775434637413bc0b796e
129	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/item/tuiphiphong.lua	general/hotrotanthu/item	tuiphiphong.lua	lua	1	3281	2fbf06c293255664ebda0832a6a284e176bb82cbb690e8c9ffd065c9fe18437f
130	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/main.lua	general/hotrotanthu	main.lua	lua	1	1698	c41214f85496e7a7c9c8d91cff92b57b8436c48d86cde0b9363118b765cf2594
131	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/nhanskillhotro.lua	general/hotrotanthu	nhanskillhotro.lua	lua	1	3083	5ecdbf6c58d0e6f8f4b518a5bf1af49fd284571b3579ffa0c1df7b12e93efbd4
132	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/phanthuonghotro.lua	general/hotrotanthu	phanthuonghotro.lua	lua	1	12866	ac67fb6b42a0e4d0a51d158f3decd80c07c7ad9268915f714b7a9823cd9da6b3
133	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/set_tumang.lua	general/hotrotanthu	set_tumang.lua	lua	1	735	5587a998048ba20be35f7629e7e056ae7e80068945da48e993348dd73389597d
134	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/tuimautanthu.lua	general/hotrotanthu	tuimautanthu.lua	lua	1	564	3df47fe4b332515d7f9a0e9e856d2532c7dc1c6e628dbdc37bff1f34e1c62d14
135	file	Server 6.0/server/home_jxser/server1/script/global	general/hotrotanthu/vongsangtanthu.lua	general/hotrotanthu	vongsangtanthu.lua	lua	1	644	6c05af1a1f2417ce566e1e87c6966c42277cd1fb711b7ac85112b262b3c73f9e
136	file	Server 6.0/server/home_jxser/server1/script/global	general/lenhbaitanthu.lua	general	lenhbaitanthu.lua	lua	1	27342	3442264b4ca28f64a0f889efe1bfc8bb79b6ebeaccfff905861b56487d42e5c8
137	file	Server 6.0/server/home_jxser/server1/script/global	general/loginmessage.lua	general	loginmessage.lua	lua	1	1483	ad11730135c1796431b1215f0252522d2c069fd5e7896ef02a089c2960acb4fd
138	file	Server 6.0/server/home_jxser/server1/script/global	general/morongruong.lua	general	morongruong.lua	lua	1	1845	2c36c1158cde4d16c651b26d8af08aac413725d96e0408306d74dffa15032a3e
139	file	Server 6.0/server/home_jxser/server1/script/global	general/nguyenlieuevent12thang.lua	general	nguyenlieuevent12thang.lua	lua	1	22589	94c949b1af943c684eb99183753000ebc262864e418fa0e67ea6178109a8858a
140	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/chungnhulebao.lua	general/thunghiem	chungnhulebao.lua	lua	1	7332	fce7e7e5d1698cdd7741562cf286d5de850a248bdaeed5b47ab04c4c1822aa20
141	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/chusalebao.lua	general/thunghiem	chusalebao.lua	lua	1	4214	bc8344facc5c822c437d91aea5f1456cab6a915c891bb6474a7dad9f9060cb49
142	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/dieukientaobanghoi.lua	general/thunghiem	dieukientaobanghoi.lua	lua	1	384	879468431bb9a157ff759433acf0fe14c513f889d56a71dc971120d1721c8e0e
143	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/doiten.lua	general/thunghiem	doiten.lua	lua	1	1873	3395dd87b2cc8e3e385b0ebe452bc92cd09da28cbf452911c901e4feca7da015
144	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/huyenthietlebao.lua	general/thunghiem	huyenthietlebao.lua	lua	1	4262	4c22beb1afaddf8a9f06449d8834961b1440a48eeea904944b9582445f2e999d
145	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/khongtuoclebao.lua	general/thunghiem	khongtuoclebao.lua	lua	1	7343	21bfe4d16cac9f76fe92406a46263a817e8cd12596e993faec17a5ba58d0615d
146	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/kynangmonphai.lua	general/thunghiem	kynangmonphai.lua	lua	1	3395	91f6a0d7ce87e37de0c5571b768d54e275a99ac0ca5edace41f4266786cdd1b1
147	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/main.lua	general/thunghiem	main.lua	lua	1	2160	9d5dd1f79b2eb2e564f5e886a0362c0924a6393cbae7b8727bd9fd275149767a
148	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/matnganlebao.lua	general/thunghiem	matnganlebao.lua	lua	1	4226	9bc286e41618fb4c3c66fc2e42e0fc0494869d38325440041ca72214984ff83f
149	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/nguhanhan.lua	general/thunghiem	nguhanhan.lua	lua	1	1764	0a277355b2bbad5aab72561e27cf8fc89b07575c07865516c7fe8b2dcfaf02fe
150	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/phiphong.lua	general/thunghiem	phiphong.lua	lua	1	2433	bce80f3835dd6dc3698f59e900fe353dbe11286fd230bf269ca2b7ddd5412c43
151	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/phudunglebao.lua	general/thunghiem	phudunglebao.lua	lua	1	7308	c48bc116d4fd32579feebeb3fffcf352f47103a7f01bc63790b7479931a4768a
152	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/point.lua	general/thunghiem	point.lua	lua	1	4000	d9a775169113af8a8d7cf930fe82bbc1f0c98e1437d78b045567971fcad13027
153	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/taytuynhanh.lua	general/thunghiem	taytuynhanh.lua	lua	1	3057	b6086f5dbab4838b0bbd69287a43110315554ecc136331330b919755ef043855
154	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/thucuoi.lua	general/thunghiem	thucuoi.lua	lua	1	4718	7cea7b94e87f6755b8ee5b94feaa826be05ba409a92febe42d083184902b75ee
155	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbihoangkim.lua	general/thunghiem	trangbihoangkim.lua	lua	1	5585	74752ef45a28795389e04a170bec376bc59d718cae4424afe64ec18b1784c009
156	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbihoangkim_caocap.lua	general/thunghiem	trangbihoangkim_caocap.lua	lua	1	19266	08e8f3253c5c84dc0f82d77c4232db37d738ada5abbcab791e006bdce0080b72
157	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbihoangkimmaxop.lua	general/thunghiem	trangbihoangkimmaxop.lua	lua	1	5049	ce208aab34f83ace4d1b91e306bda04ce8eed0ff607be0174872b00fb0cd8d45
158	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbihoangkimmaxopkhoa.lua	general/thunghiem	trangbihoangkimmaxopkhoa.lua	lua	1	5106	345f5ff19bd6e598a0968cad1d91cfbee567ca65475e6b2bb39e1c30bc1dcacd
159	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbitim.lua	general/thunghiem	trangbitim.lua	lua	1	6611	fef7743a785dfd7f14cc2958942ad6e22f0deeb6027cbc4d8fb16cfd27899d22
160	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbivukhihoangkimmaxop.lua	general/thunghiem	trangbivukhihoangkimmaxop.lua	lua	1	5125	fda1feac6b6908a0b4b1226b61b1e2d6a00c785fd2c85c26e176a5c63846e89e
161	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangbixanh.lua	general/thunghiem	trangbixanh.lua	lua	1	320	4e17bef6dccbcfffff7faa8b35cad181e54be53baf697ae55c1474ac59b17ec6
162	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/trangsuc.lua	general/thunghiem	trangsuc.lua	lua	1	1123	4916d8b6229efdb26b5e17febf08310d9d718e7a7646209c9526f1846bef2d03
163	file	Server 6.0/server/home_jxser/server1/script/global	general/thunghiem/vatphamhotro.lua	general/thunghiem	vatphamhotro.lua	lua	1	1342	e375f6222b65f701992960c947bd42cb77eafaed6a75bb9cf65a245d2705fbf0
164	file	Server 6.0/server/home_jxser/server1/script/global	general/vongsangchuyensinh.lua	general	vongsangchuyensinh.lua	lua	1	3165	bc1cc55326a23620195ee482c0b7a2a5b436b5b20aba8c82a594da0ca89ef456
165	file	Server 6.0/server/home_jxser/server1/script/global	global_tiejiang.lua		global_tiejiang.lua	lua	1	5026	0b5cd226e757211b04d398387419173f490ecb68709b94d1b9ac4195ed3e5098
166	file	Server 6.0/server/home_jxser/server1/script/global	global_zahuodian.lua		global_zahuodian.lua	lua	1	792	f1f339268ef4347e551a708ba689c980b2735f8268af7971b3674e776a54808e
167	file	Server 6.0/server/home_jxser/server1/script/global	gm/gm_help.lua	gm	gm_help.lua	lua	1	3421	5578b8dee206c86b6af5679c45a62f6c3459ba7296c60ec7bf314033459c4c32
168	file	Server 6.0/server/home_jxser/server1/script/global	gm/gm_lib.lua	gm	gm_lib.lua	lua	1	1278	2be32f6206d26b62c68f39d2b4008272ef650814e2fe43f317b8e0a719360e0e
169	file	Server 6.0/server/home_jxser/server1/script/global	gm/gm_script.lua	gm	gm_script.lua	lua	1	102499	64e1e503e83fb4358641e0c96a74d245780a8b0f40fbbebb23298218f4ce7509
170	file	Server 6.0/server/home_jxser/server1/script/global	gm/gmroleitem1.lua	gm	gmroleitem1.lua	lua	1	101343	df4dbcd3daf3b98de9ea6e1bd833072bc47dec1f0ed31b7bda27f52d8aa47d15
