ÈÛÁ¶²ÄÁÏÃû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	Æ·ÖÊ	Ä§·¨ÊôĞÔË÷Òı1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ2	¿ÉÈÛÁ¶×°±¸ÀàĞÍ3	¿ÉÈÛÁ¶×°±¸ÀàĞÍ4	¿ÉÈÛÁ¶×°±¸ÀàĞÍ5	¿ÉÈÛÁ¶×°±¸ÀàĞÍ6	ÌáÁ¶ºóÊÇ·ñÓÀ¾Ã°ó¶¨
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 1]	8	1	11	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3157	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 2]	8	1	12	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3158	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 3]	8	1	13	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3159	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 4]	8	1	14	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3160	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 5]	8	1	15	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3161	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 6]	8	1	16	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3162	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 7]	8	1	17	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3163	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 8]	8	1	18	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3164	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 9]	8	1	19	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3165	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Êt [CÊp 10]	8	1	20	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3166	2	3	9				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 1]	8	1	21	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3167	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 2]	8	1	22	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3168	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 3]	8	1	23	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3169	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 4]	8	1	24	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3170	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 5]	8	1	25	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3171	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 6]	8	1	26	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3172	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 7]	8	1	27	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3173	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 8]	8	1	28	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3174	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 9]	8	1	29	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3175	1	4	8				0
Th­¬ng Long V¨n C­¬ng- Bİnh[CÊp 10]	8	1	30	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3176	1	4	8				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 1]	8	1	31	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3177	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 2]	8	1	32	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3178	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 3]	8	1	33	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3179	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 4]	8	1	34	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3180	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 5]	8	1	35	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3181	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 6]	8	1	36	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3182	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 7]	8	1	37	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3183	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 8]	8	1	38	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3184	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 9]	8	1	39	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3185	2	3	9				0
Th­¬ng Long V¨n C­¬ng- §inh [CÊp 10]	8	1	40	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3186	2	3	9				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	41	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3187	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	42	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3188	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	43	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3189	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	44	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3190	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	45	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3191	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	46	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3192	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	47	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3193	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	48	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3194	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	49	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3195	1	4	8				0
¢m Méc V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	50	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3196	1	4	8				0
¢m Méc V¨n C­¬ng- Êt [CÊp 1]	8	1	51	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3197	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 2]	8	1	52	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3198	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 3]	8	1	53	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3199	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 4]	8	1	54	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3200	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 5]	8	1	55	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3201	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 6]	8	1	56	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3202	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 7]	8	1	57	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3203	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 8]	8	1	58	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3204	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 9]	8	1	59	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3205	2	3	9				0
¢m Méc V¨n C­¬ng- Êt [CÊp 10]	8	1	60	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3206	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	61	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3207	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	62	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3208	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	63	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3209	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	64	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3210	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	65	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3211	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	66	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3212	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	67	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3213	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	68	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3214	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	69	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3215	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	70	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3216	1	4	8				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 1]	8	1	71	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3217	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 2]	8	1	72	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3218	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 3]	8	1	73	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3219	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 4]	8	1	74	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3220	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 5]	8	1	75	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3221	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 6]	8	1	76	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3222	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 7]	8	1	77	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3223	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 8]	8	1	78	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3224	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 9]	8	1	79	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3225	2	3	9				0
HuyÒn Thñy V¨n C­¬ng- Êt [CÊp 10]	8	1	80	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3226	2	3	9				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	81	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3227	1	4	8				0
