MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
103	1		2	2	3	3	3	3									少林派
104	1		2	2	3	3	3	3									藏经阁
105	1		2	2	3	3	3	3									达摩堂
106	1		2	2	3	3	3	3									大雄宝殿
107	1		2	2	3	3	3	3									少林弟子房
108	1		2	2	3	3	3	3									少林弟子房
109	1		2	2	3	3	3	3									方丈禅室
110	1		2	2	3	3	3	3									罗汉堂
111	1		2	2	3	3	3	3									木人巷
112	1		2	2	3	3	3	3									千佛殿
113	1		2	2	3	3	3	3									少林密室
114	1		2	2	3	3	3	3									一百零八罗汉阵
115	1		2	2	4	4	4	4									丐帮
116	1		2	2	4	4	4	4									祥云洞一层
117	1		2	2	4	4	4	4									祥云洞二层
118	1		2	2	4	4	4	4									祥云洞三层
119	1		2	2	4	4	4	4									祥云洞四层
120	1		2	2	4	4	4	4									祥云洞五层
121	1		3	3	5	6	6	6									龙门镇
122	1		2	2	3	3	3	3									黄河源头
123	1		2	2	3	3	3	3									老虎洞迷宫
124	1		2	2	3	3	3	3									轩辕洞迷宫
125	1		2	2	4	4	4	4									留仙洞一层
126	1		2	2	4	4	4	4									留仙洞二层
127	1		2	2	4	4	4	4									留仙洞三层
128	1		2	2	4	4	4	4									留仙洞四层
129	1		2	2	4	4	4	4									留仙洞五层
130	1		2	2	4	4	4	4									留仙洞六层
131	1		3	3	5	6	6	6									昆仑派
132	1		3	3	5	6	6	6									冰穴迷宫
133	1		3	3	5	6	6	6									昆仑弟子房
134	1		3	3	5	6	6	6									昆仑弟子房
135	1		3	3	5	6	6	6									见性峰山洞
136	1		3	3	5	6	6	6									快活林
137	1		3	3	5	6	6	6									天微殿
138	1		3	3	5	6	6	6									正殿
139	1		3	3	5	6	6	6									紫微殿
140	1		3	3	4	6	6	6									药王谷
141	1		3	3	4	6	6	6									药王洞一层
142	1		3	3	4	6	6	6									药王洞二层
143	1		3	3	4	6	6	6									药王洞三层
144	1		3	3	4	6	6	6									药王洞四层
145	1		2	2	3	3	3	3									雪豹洞迷宫一层
146	1		2	2	3	3	3	3									雪豹洞迷宫二层
147	1		2	2	3	3	3	3									雪豹洞迷宫三层
148	1		2	2	3	3	3	3									雪豹洞迷宫四层
149	1		2	2	3	3	3	3									雪豹洞迷宫五层
150	1		2	2	3	3	3	3									雪豹洞迷宫六层
151	1		2	2	3	3	3	3									雪豹洞迷宫七层
152	1		2	2	3	3	3	3									雪豹洞迷宫八层
153	1		1	1	2	2	2	2									石鼓镇
154	1		1	1	2	2	2	2									翠烟门
155	1		1	1	2	2	2	2									百花厅
156	1		1	1	2	2	2	2									翠烟弟子房
157	1		1	1	2	2	2	2									翠烟弟子房
158	1		1	1	2	2	2	2									禁地迷宫
159	1		1	1	2	2	2	2									门楼
160	1		1	1	2	2	2	2									守玉厅
161	1		1	1	2	2	2	2									翠烟楼
162	1		1	1	2	2	2	2									大理府
163	1		1	1	2	2	2	2									恶霸家地道
164	1		1	1	2	2	2	2									千寻塔一层
165	1		1	1	2	2	2	2									千寻塔二层
166	1		1	1	2	2	2	2									千寻塔三层
167	1		1	1	2	2	2	2									点苍山
168	1		1	1	2	2	2	2									凤眼洞迷宫
169	1		1	1	2	2	2	2									龙眼洞迷宫
170	1		1	1	2	2	2	2									土匪迷宫
171	1		1	1	2	2	2	2									点苍洞一层
172	1		1	1	2	2	2	2									点苍洞二层
173	1		1	1	2	2	2	2									点苍洞三层
174	1		1	1	1	1	1	1									江津村
175	1		3	4	5	5	7	8									西山村
176	1		3	4	5	5	7	8									临安
177	1		3	4	5	5	7	8									御花园
178	1		3	4	5	5	7	8									御花园山洞
179	1		1	1	2	2	2	2									罗霄山
180	1		1	1	2	2	2	2									龙宫洞迷宫
181	1		1	1	2	2	2	2									两水洞迷宫
182	1		1	1	2	2	2	2									孽龙洞迷宫
183	1		3	4	5	5	7	8									五毒教
184	1		3	4	5	5	7	8									赤蝎寨
185	1		3	4	5	5	7	8									金蛇寨
186	1		3	4	5	5	7	8									墨蛛寨
187	1		3	4	5	5	7	8									青蜈寨
188	1		3	4	5	5	7	8									银蟾寨
189	1		3	4	5	5	7	8									总寨
190	1		3	4	5	5	7	8									入门迷宫
191	1		3	4	5	5	7	8									五毒弟子房
192	1		3	4	5	5	7	8									五毒弟子房
193	1		1	1	2	2	2	2									武夷山
194	1		1	1	2	2	2	2									玉华洞迷宫
195	1		1	1	2	2	2	2									雁荡山
196	1		1	1	2	2	2	2									羊角洞迷宫
197	1		3	3	4	6	6	6									天牢
198	1		1	1	2	2	2	2									清溪洞迷宫
199	1		2	2	4	4	4	4									武陵洞迷宫
200	1		2	2	3	3	3	3									古阳洞迷宫
201	1		3	3	5	5	5	5									冰河洞迷宫
202	1		1	1	1	1	1	1									芙蓉洞迷宫
203	1		1	1	2	2	2	2									无名洞迷宫
204	1		3	3	4	6	6	6									飞天洞迷宫
205	1		2	2	3	3	3	3									阳中洞迷宫
206	1		3	3	5	5	5	5									秦始皇陵地下二层
207	1		3	3	5	5	5	5									秦始皇陵地下三层
208	1		2	3	4	5	6	6									大牢
209	1		"1,2"	"1,2"	"1,3,4"	"1,3,4"	"1,3,4"	"1,3,4"									演武场
212	1		3	3	5	5	5	5									华山绝顶
213	1		2	4	1	1	7	7									帮会擂台一
214	1		2	4	1	1	7	7									帮会擂台二
215	1		2	4	1	1	7	7									帮会擂台三
216	1		2	4	1	1	7	7									帮会擂台四
217	1		2	4	1	1	7	7									帮会擂台五
218	1		2	4	1	1	7	7									帮会擂台六
219	1		2	4	1	1	7	7									帮会擂台七
220	1		3	4	5	5	7	7									演武场八
221	1		2	4	1	1	7	7									攻城战场
222	1		2	4	1	1	7	7									守方后方
223	1		2	4	1	1	7	7									攻方后方
224	1		3	4	5	5	7	8									沙漠地表
225	1		3	4	5	5	7	8									沙漠山洞1
226	1		3	4	5	5	7	8									沙漠山洞2
227	1		3	4	5	5	7	8									沙漠山洞3
228	1		3	3	5	6	6	6									昆仑后山
229	1		1	1	1	1	1	1									祭祖厅（战斗）
230	1		1	1	2	2	2	2									大理城内（战斗）
231	1		1	1	2	2	2	2									沧浪客居所
232	1		2	2	3	3	3	3									周云泉居所
233	1		2	2	3	3	3	3									莫空月居所
234	1		3	4	5	5	7	8									金蛇寨（战斗）
235	1		3	4	5	5	7	8									桃花岛（一）
236	1		2	2	3	3	3	3									桃花岛（二）
237	1		2	2	4	4	4	4									桃花岛（三）
238	1		3	3	4	6	6	6									桃花岛（四）
239	1		1	1	2	2	2	2									桃花岛（五）
240	1		1	1	1	1	1	1									桃花岛（六）
241	1		3	3	5	5	5	5									桃花岛（七）
242	1		3	3	5	5	5	5									洗髓岛（一）
243	1		1	1	1	1	1	1									洗髓岛（二）
244	1		1	1	2	2	2	2									洗髓岛（三）
245	1		3	3	4	6	6	6									洗髓岛（四）
246	1		2	2	4	4	4	4									洗髓岛（五）
247	1		2	2	3	3	3	3									洗髓岛（六）
248	1		3	4	5	5	7	8									洗髓岛（七）
249	1		3	3	5	5	5	5									洗髓岛山洞（一）
250	1		3	3	5	5	5	5									洗髓岛山洞（一）
251	1		3	3	5	5	5	5									洗髓岛山洞（一）
252	1		3	3	5	5	5	5									洗髓岛山洞（一）
253	1		3	3	5	5	5	5									洗髓岛山洞（一）
254	1		3	3	5	5	5	5									洗髓岛山洞（一）
255	1		3	3	5	5	5	5									洗髓岛山洞（一）
256	1		3	3	5	5	5	5									洗髓岛山洞（一）
257	1		3	3	5	5	5	5									洗髓岛山洞（一）
258	1		3	3	5	5	5	5									洗髓岛山洞（一）
259	1		1	1	1	1	1	1									洗髓岛山洞（二）
260	1		1	1	1	1	1	1									洗髓岛山洞（二）
261	1		1	1	1	1	1	1									洗髓岛山洞（二）
262	1		1	1	1	1	1	1									洗髓岛山洞（二）
263	1		1	1	1	1	1	1									洗髓岛山洞（二）
264	1		1	1	1	1	1	1									洗髓岛山洞（二）
265	1		1	1	1	1	1	1									洗髓岛山洞（二）
266	1		1	1	1	1	1	1									洗髓?荷蕉矗ǘ?
267	1		1	1	1	1	1	1									洗髓岛山洞（二）
268	1		1	1	1	1	1	1									洗髓岛山洞（二）
269	1		1	1	2	2	2	2									洗髓岛山洞（三）
270	1		1	1	2	2	2	2									洗髓岛山洞（三）
271	1		1	1	2	2	2	2									洗髓岛山洞（三）
272	1		1	1	2	2	2	2									洗髓岛山洞（三）
273	1		1	1	2	2	2	2									洗髓岛山洞（三）
274	1		1	1	2	2	2	2									洗髓岛山洞（三）
275	1		1	1	2	2	2	2									洗髓岛山洞（三）
276	1		1	1	2	2	2	2									洗髓岛山洞（三）
277	1		1	1	2	2	2	2									洗髓岛山洞（三）
278	1		1	1	2	2	2	2									洗髓岛山洞（三）
279	1		3	3	4	6	6	6									洗髓岛山洞（四）
280	1		3	3	4	6	6	6									洗髓岛山洞（四）
281	1		3	3	4	6	6	6									洗髓岛山洞（四）
282	1		3	3	4	6	6	6									洗髓岛山洞（四）
283	1		3	3	4	6	6	6									洗髓岛山洞（四）
284	1		3	3	4	6	6	6									洗髓岛山洞（四）
285	1		3	3	4	6	6	6									洗髓岛山洞（四）
286	1		3	3	4	6	6	6									洗髓岛山洞（四）
287	1		3	3	4	6	6	6									洗髓岛山洞（四）
288	1		3	3	4	6	6	6									洗髓岛山洞（四）
289	1		2	2	4	4	4	4									洗髓岛山洞（五）
290	1		2	2	4	4	4	4									洗髓岛山洞（五）
291	1		2	2	4	4	4	4									洗髓岛山洞（五）
292	1		2	2	4	4	4	4									洗髓岛山洞（五）
293	1		2	2	4	4	4	4									洗髓岛山洞（五）
294	1		2	2	4	4	4	4									洗髓岛山洞（五）
295	1		2	2	4	4	4	4									洗髓岛山洞（五）
296	1		2	2	4	4	4	4									洗髓岛山洞（五）
297	1		2	2	4	4	4	4									洗髓岛山洞（五）
298	1		2	2	4	4	4	4									洗髓岛山洞（五）
299	1		2	2	3	3	3	3									洗髓岛山洞（六）
300	1		2	2	3	3	3	3									洗髓岛山洞（六）
301	1		2	2	3	3	3	3									洗髓岛山洞（六）
302	1		2	2	3	3	3	3									洗髓岛山洞（六）
303	1		2	2	3	3	3	3									洗髓岛山洞（六）
304	1		2	2	3	3	3	3									洗髓岛山洞（六）
305	1		2	2	3	3	3	3									洗髓岛山洞（六）
306	1		2	2	3	3	3	3									洗髓岛山洞（六）
307	1		2	2	3	3	3	3									洗髓岛山洞（六）
308	1		2	2	3	3	3	3									洗髓岛山洞（六）
309	1		3	4	5	5	7	8									洗髓岛山洞（七）
310	1		3	4	5	5	7	8									洗髓岛山洞（七）
311	1		3	4	5	5	7	8									洗髓岛山洞（七）
312	1		3	4	5	5	7	8									洗髓岛山洞（七）
313	1		3	4	5	5	7	8									洗髓岛山洞（七）
314	1		3	4	5	5	7	8									洗髓岛山洞（七）
315	1		3	4	5	5	7	8									洗髓岛山洞（七）
316	1		3	4	5	5	7	8									洗髓岛山洞（七）
317	1		3	4	5	5	7	8									洗髓岛山洞（七）
318	1		3	4	5	5	7	8									洗髓岛山洞（七）
319	1		2	2	3	3	3	3									临渝关
320	1		2	2	4	4	4	4									长白山脚
321	1		3	3	5	5	5	5									长白山南麓
322	1		3	3	4	6	6	6									长白山北麓
323	1		2	4	1	1	7	7									宋金报名点（初）
324	1		1	1	3	3	3	3									宋金报名点（中）
325	1		3	3	2	2	2	2									宋金报名点（高）
326	1		2	4	1	1	7	7									平原战场（初）
327	1		1	1	3	3	3	3									平原战场（中）
328	1		3	3	2	2	2	2									平原战场（高）
329	1		2	4	1	1	7	7									河滨战场（初）
330	1		1	1	3	3	3	3									河滨战场（中）
331	1		3	3	2	2	2	2									河滨战场（高）
332	1		1	1	2	2	2	2									天龙寺
333	1		1	1	2	2	2	2									华山派
336	1		1	4	4	4	4	4									风陵渡
337	1		1	4	4	4	4	4									风陵渡渡船一
338	1		1	4	4	4	4	4									风陵渡渡船二
339	1		1	4	4	4	4	4									风陵渡渡船三
340	1		1	1	1	1	1	1									莫高窟
341	1		1	4	4	4	4	4									漠北草原
342	1		1	4	5	5	7	7									西山屿
344	1		2	4	1	1	7	7									城镇战场（初）
345	1		1	1	3	3	3	3									城镇战场（中）
346	1		3	3	2	2	2	2									城镇战场（高）
347	1		2	4	1	1	7	7									山谷战场（初）
348	1		1	1	3	3	3	3									山谷战场（中）
349	1		3	3	2	2	2	2									山谷战场（高）
350	1		2	4	1	1	7	7									森林战场（初）
351	1		1	1	3	3	3	3									森林战场（中）
352	1		3	3	2	2	2	2									森林战场（高）
353	1		2	4	1	1	7	7									营寨战场（初）
354	1		1	1	3	3	3	3									营寨战场（中）
355	1		3	3	2	2	2	2									营寨战场（高）
357	1		2	4	1	1	7	7									平原单挑战场（初）
358	1		1	1	3	3	3	3									平原单挑战场（中）
359	1		3	3	2	2	2	2									平原单挑战场（高）
360	1		2	4	1	1	7	7									河滨单挑战场（初）
361	1		1	1	3	3	3	3									河滨单挑战场（中）
362	1		3	3	2	2	2	2									河滨单挑战场（高）
363	1		2	4	1	1	7	7									森林单挑战场（初）
364	1		1	1	3	3	3	3									森林单挑战场（中）
365	1		3	3	2	2	2	2									森林单挑战场（高）
366	1		2	4	1	1	7	7									山谷单挑战场（初）
367	1		1	1	3	3	3	3									山谷单挑战场（中）
368	1		3	3	2	2	2	2									山谷单挑战场（高）
369	1		2	4	1	1	7	7									城镇单挑战场（初）
370	1		1	1	3	3	3	3									城镇单挑战场（中）
371	1		3	3	2	2	2	2									城镇单挑战场（高）
372	1		2	4	1	1	7	7									营寨单挑战场（初）
373	1		1	1	3	3	3	3									营寨单挑战场（中）
374	1		3	3	2	2	2	2									营寨单挑战场（高）
375	1		2	4	1	1	7	7									旧宋金战场（初）
376	1		1	1	3	3	3	3									旧宋金战场（中）
377	1		3	3	2	2	2	2									旧宋金战场（高）
378	1		2	4	1	1	7	7									冲锋战场（初）
379	1		1	1	3	3	3	3									冲锋战场（中）
380	1		3	3	2	2	2	2									冲锋战场（高）
381	1		2	4	1	1	7	7									密林战场（初）
382	1		1	1	3	3	3	3									密林战场（中）
383	1		3	3	2	2	2	2									密林战场（高）
384	1		2	4	1	1	7	7									界桥战场（初）
385	1		1	1	3	3	3	3									界桥战场（中）
386	1		3	3	2	2	2	2									界桥战场（高）
387	1		3	3	4	6	6	6									风之骑（60-89）
388	1		3	3	4	6	6	6									风之骑（90-119）
389	1		3	3	4	6	6	6									风之骑（120以上）
390	1		3	4	5	5	5	5									山神庙（60-89）
391	1		3	4	5	5	5	5									山神庙（90-119）
392	1		3	4	5	5	5	5									山神庙（120以上）
393	1		2	2	1	1	1	1									千宝库（60-89）
394	1		2	2	1	1	1	1									千宝库（90-119）
395	1		2	2	1	1	1	1									千宝库（120以上）
396	1		1	1	1	6	6	6									新秀联赛会场（1）
397	1		1	1	1	6	6	6									新秀联赛赛场（1）
398	1		1	1	1	6	6	6									新秀联赛会场（2）
399	1		1	1	1	6	6	6									新秀联赛赛场（2）
400	1		1	1	1	6	6	6									新秀联赛会场（3）
401	1		1	1	1	6	6	6									新秀联赛赛场（3）
402	1		1	1	1	6	6	6									新秀联赛会场（4）
403	1		1	1	1	6	6	6									新秀联赛赛场（4）
404	1		1	1	1	6	6	6									新秀联赛会场（5）
405	1		1	1	1	6	6	6									新秀联赛赛场（5）
406	1		2	2	4	4	7	8									新秀联赛会场（6）
407	1		2	2	4	4	7	8									新秀联赛赛场（6）
408	1		2	2	4	4	7	8									新秀联赛会场（7）
409	1		2	2	4	4	7	8									新秀联赛赛场（7）
410	1		2	2	4	4	7	8									新秀联赛会场（8）
411	1		2	2	4	4	7	8									新秀联赛赛场（8）
412	1		2	2	4	4	7	8									新秀联赛会场（9）
413	1		2	2	4	4	7	8									新秀联赛赛场（9）
414	1		2	2	4	4	7	8									新秀联赛会场（10）
415	1		2	2	4	4	7	8									新秀联赛赛场（10）
416	1		1	1	1	1	1	1									初级龙舟（一）
417	1		1	1	2	2	2	2									初级龙舟（二）
418	1		2	2	3	3	3	3									初级龙舟（三）
419	1		2	2	4	4	4	4									初级龙舟（四）
420	1		3	3	5	5	5	5									初级龙舟（五）
421	1		3	3	4	6	6	6									初级龙舟（六）
422	1		3	4	5	5	7	8									初级龙舟（七）
423	1		3	4	5	5	7	8									初级龙舟（八）
424	1		1	1	1	1	1	1									高级龙舟（一）
425	1		1	1	1	1	1	1									高级龙舟（二）
426	1		1	1	2	2	2	2									高级龙舟（三）
427	1		1	1	2	2	2	2									高级龙舟（四）
428	1		2	2	3	3	3	3									高级龙舟（五）
429	1		2	2	3	3	3	3									高级龙舟（六）
430	1		2	2	4	4	4	4									高级龙舟（七）
431	1		2	2	4	4	4	4									高级龙舟（八）
432	1		3	3	5	5	5	5									高级龙舟（九）
433	1		3	3	5	5	5	5									高级龙舟（十）
434	1		3	3	4	6	6	6									高级龙舟（十一）
435	1		3	3	4	6	6	6									高级龙舟（十二）
436	1		3	4	5	5	7	8									高级龙舟（十三）
437	1		3	4	5	5	7	8									高级龙舟（十四）
438	1		3	4	5	5	5	5									高级龙舟（十五）
439	1		3	4	5	5	5	5									高级龙舟（十六）
440	1		1	1	1	1	1	1									初级龙舟（九）
441	1		1	1	2	2	2	2									初级龙舟（十）
442	1		2	2	3	3	3	3									初级龙舟（十一）
443	1		2	2	4	4	4	4									初级龙舟（十二）
444	1		3	3	5	5	5	5									初级龙舟（十三）
445	1		3	3	4	6	6	6									初级龙舟（十四）
446	1		3	4	5	5	7	8									初级龙舟（十五）
447	1		3	4	5	5	5	5									初级龙舟（十六）
448	1		1	1	1	1	1	1									高级龙舟（十七）
449	1		1	1	1	1	1	1									高级龙舟（十八）
450	1		1	1	2	2	2	2									高级龙舟（十九）
451	1		1	1	2	2	2	2									高级龙舟（二十）
452	1		2	2	3	3	3	3									高级龙舟（二十一）
453	1		2	2	3	3	3	3									高级龙舟（二十二）
454	1		2	2	4	4	4	4									高级龙舟（二十三）
455	1		2	2	4	4	4	4									高级龙舟（二十四）
456	1		3	3	5	5	5	5									高级龙舟（二十五）
457	1		3	3	5	5	5	5									高级龙舟（二十六）
458	1		3	3	4	6	6	6									高级龙舟（二十七）
459	1		3	3	4	6	6	6									高级龙舟（二十八）
460	1		3	4	5	5	7	8									高级龙舟（二十九）
461	1		3	4	5	5	7	8									高级龙舟（三十）
462	1		3	4	5	5	5	5									高级龙舟（三十一）
463	1		3	4	5	5	5	5									高级龙舟（三十二）
464	1		1	1	1	1	1	1									时间的挑战(初级1)
465	1		1	1	1	1	1	1									时间的挑战(初级2)
466	1		2	2	2	2	2	2									时间的挑战(初级3)
467	1		2	2	3	3	3	3									时间的挑战(初级4)
468	1		3	3	4	4	4	4									时间的挑战(初级5)
469	1		3	3	5	5	5	5									时间的挑战(初级6)
470	1		3	4	4	6	6	6									时间的挑战(初级7)
471	1		3	4	5	5	7	8									时间的挑战(初级8)
480	1		1	1	1	1	1	1									时间的挑战(高级1)
481	1		1	1	1	1	1	1									时间的挑战(高级2)
482	1		1	1	1	1	1	1									时间的挑战(高级3)
483	1		1	1	1	1	1	1									时间的挑战(高级4)
484	1		2	2	2	2	2	2									时间的挑战(高级5)
485	1		2	2	2	2	2	2									时间的挑战(高级6)
486	1		2	2	3	3	3	3									时间的挑战(高级7)
487	1		2	2	3	3	3	3									时间的挑战(高级8)
488	1		3	3	4	4	4	4									时间的挑战(高级9)
489	1		3	3	4	4	4	4									时间的挑战(高级10)
490	1		3	3	5	5	5	5									时间的挑战(高级11)
491	1		3	3	5	5	5	5									时间的挑战(高级12)
492	1		3	4	4	6	6	6									时间的挑战(高级13)
493	1		3	4	4	6	6	6									时间的挑战(高级14)
494	1		3	4	5	5	7	8									时间的挑战(高级15)
495	1		3	4	5	5	7	8									时间的挑战(高级16)
512	1		1	1	3	3	3	3									云中道
513	1		1	4	2	2	2	2									百花谷
514	1		3	3	5	5	5	5									山贼洞
515	1		2	2	4	4	4	4									紫霞岭
516	1		2	2	3	3	3	3									宋方守城
517	1		1	1	2	2	2	2									金方守城
518	1		2	2	3	3	3	3									宋方守城报名
519	1		1	1	2	2	2	2									金方守城报名
520	1		3	3	5	5	5	5									明月镇（凤翔）
521	1		1	1	1	1	1	1									明月镇（成都）
522	1		3	3	4	6	6	6									明月镇（汴京）
523	1		2	2	4	4	4	4									明月镇（襄阳）
524	1		2	2	3	3	3	3									明月镇（扬州）
525	1		1	1	2	2	2	2									明月镇（大理）
526	1		3	4	5	5	7	8									明月镇（临安）
527	1		1	1	2	2	2	2									联赛会场(一)
528	1		2	2	3	3	3	3									联赛会场(二)
529	1		3	3	1	6	6	6									新秀联赛会场(一)
530	1		1	4	4	4	7	8									新秀联赛会场(二)
531	1		1	1	2	2	2	2									联赛准备场(一)
532	1		2	2	3	3	3	3									联赛准备场(二)
533	1		3	3	1	6	6	6									新秀联赛准备场(一)
534	1		1	4	4	4	7	8									新秀联赛准备场(二)
535	1		1	1	2	2	2	2									联赛比赛场(一)
536	1		2	2	3	3	3	3									联赛比赛场(二)
537	1		3	3	1	6	6	6									新秀联赛比赛场(一)
538	1		1	4	4	4	7	8									新秀联赛比赛场(二)
540	1		3	3	2	2	2	2									联赛会场（1）
541	1		3	3	2	2	2	2									联赛赛场（1）
542	1		3	3	2	2	2	2									联赛会场（2）
543	1		3	3	2	2	2	2									联赛赛场（2）
544	1		3	3	2	2	2	2									联赛会场（3）
545	1		3	3	2	2	2	2									联赛赛场（3）
546	1		3	3	2	2	2	2									联赛会场（4）
547	1		3	3	2	2	2	2									联赛赛场（4）
548	1		3	3	2	2	2	2									联赛会场（5）
549	1		3	3	2	2	2	2									联赛赛场（5）
550	1		1	4	3	3	3	3									联赛会场（6）
551	1		1	4	3	3	3	3									联赛赛场（6）
552	1		1	4	3	3	3	3									联赛会场（7）
553	1		1	4	3	3	3	3									联赛赛场（7）
554	1		1	4	3	3	3	3									联赛会场（8）
555	1		1	4	3	3	3	3									联赛赛场（8）
556	1		1	4	3	3	3	3									联赛会场（9）
557	1		1	4	3	3	3	3									联赛赛场（9）
558	1		1	4	3	3	3	3									联赛会场（10）
559	1		1	4	3	3	3	3									联赛赛场（10）
560	1		1	1	1	6	6	6									新秀联赛准备场（1）
561	1		1	1	1	6	6	6									新秀联赛准备场（2）
562	1		1	1	1	6	6	6									新秀联赛准备场（3）
563	1		1	1	1	6	6	6									新秀联赛准备场（4）
