MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
77			3	3	5	5	5	5		5							燕子洞迷宫
78			1	1	1	1	1	1		1							襄阳
79			2	2	4	4	4	4		4							襄阳城衙门秘道
80			1	1	1	1	1	1		1							扬州
81			2	2	4	4	4	4		4							武当派
82			2	2	4	4	4	4		4							井底迷宫
83			2	2	4	4	4	4		4							火狼洞迷宫
84			2	2	4	4	4	4		4							紫霄大殿
85			2	2	4	4	4	4		4							十方殿
86			2	2	4	4	4	4		4							父母殿
87			2	2	4	4	4	4		4							龙虎殿
88			2	2	4	4	4	4		4							雅室1
89			2	2	4	4	4	4		4							雅室2
90			2	2	3	3	3	3		3							伏牛山东
91			2	2	3	3	3	3		3							鸡冠洞迷宫
92			2	2	3	3	3	3		3							蜀冈山
93			2	2	3	3	3	3		3							荐菊洞密宫
94			2	2	3	3	3	3		3							灵谷洞密宫
99			1	1	1	1	1	1		1							永乐镇
100			1	1	1	1	1	1		1							朱仙镇
101			1	1	1	1	1	1		1							稻香村
102			2	2	3	3	3	3		3							天忍教圣洞二层密室
103			2	2	3	3	3	3		3							少林派
104			2	2	3	3	3	3		3							藏经阁
105			2	2	3	3	3	3		3							达摩堂
106			2	2	3	3	3	3		3							大雄宝殿
107			2	2	3	3	3	3		3							少林弟子房
108			2	2	3	3	3	3		3							少林弟子房
109			2	2	3	3	3	3		3							方丈禅室
110			2	2	3	3	3	3		3							罗汉堂
111			2	2	3	3	3	3		3							木人巷
112			2	2	3	3	3	3		3							千佛殿
113			2	2	3	3	3	3		3							少林密室
114			2	2	3	3	3	3		3							一百零八罗汉阵
115			2	2	4	4	4	4		4							丐帮
116			2	2	4	4	4	4		4							祥云洞一层
117			2	2	4	4	4	4		4							祥云洞二层
118			2	2	4	4	4	4		4							祥云洞三层
119			2	2	4	4	4	4		4							祥云洞四层
120			2	2	4	4	4	4		4							祥云洞五层
121			1	1	1	1	1	1		1							龙门镇
122			2	2	3	3	3	3		3							黄河源头
123			2	2	3	3	3	3		3							老虎洞迷宫
124			2	2	3	3	3	3		3							轩辕洞迷宫
125			2	2	4	4	4	4		4							留仙洞一层
126			2	2	4	4	4	4		4							留仙洞二层
127			2	2	4	4	4	4		4							留仙洞三层
128			2	2	4	4	4	4		4							留仙洞四层
129			2	2	4	4	4	4		4							留仙洞五层
130			2	2	4	4	4	4		4							留仙洞六层
131			3	3	5	6	6	6		6							昆仑派
132			3	3	5	6	6	6		6							冰穴迷宫
133			3	3	5	6	6	6		6							昆仑弟子房
134			3	3	5	6	6	6		6							昆仑弟子房
135			3	3	5	6	6	6		6							见性峰山洞
136			3	3	5	6	6	6		6							快活林
137			3	3	5	6	6	6		6							天微殿
138			3	3	5	6	6	6		6							正殿
139			3	3	5	6	6	6		6							紫微殿
140			3	3	4	6	6	6		6							药王谷
141			3	3	4	6	6	6		6							药王洞一层
142			3	3	4	6	6	6		6							药王洞二层
143			3	3	4	6	6	6		6							药王洞三层
144			3	3	4	6	6	6		6							药王洞四层
145			2	2	3	3	3	3		3							雪豹洞迷宫一层
146			2	2	3	3	3	3		3							雪豹洞迷宫二层
147			2	2	3	3	3	3		3							雪豹洞迷宫三层
148			2	2	3	3	3	3		3							雪豹洞迷宫四层
149			2	2	3	3	3	3		3							雪豹洞迷宫五层
150			2	2	3	3	3	3		3							雪豹洞迷宫六层
151			2	2	3	3	3	3		3							雪豹洞迷宫七层
152			2	2	3	3	3	3		3							雪豹洞迷宫八层
153			1	1	1	1	1	1		1							石鼓镇
154			1	1	2	2	2	2		2							翠烟门
155			1	1	2	2	2	2		2							百花厅
156			1	1	2	2	2	2		2							翠烟弟子房
157			1	1	2	2	2	2		2							翠烟弟子房
158			1	1	2	2	2	2		2							禁地迷宫
159			1	1	2	2	2	2		2							门楼
160			1	1	2	2	2	2		2							守玉厅
161			1	1	2	2	2	2		2							翠烟楼
162			1	1	1	1	1	1		1							大理府
163			1	1	2	2	2	2		2							恶霸家地道
164			1	1	2	2	2	2		2							千寻塔一层
165			1	1	2	2	2	2		2							千寻塔二层
166			1	1	2	2	2	2		2							千寻塔三层
167			1	1	2	2	2	2		2							点苍山
168			1	1	2	2	2	2		2							凤眼洞迷宫
169			1	1	2	2	2	2		2							龙眼洞迷宫
170			1	1	2	2	2	2		2							土匪迷宫
171			1	1	2	2	2	2		2							点苍洞一层
172			1	1	2	2	2	2		2							点苍洞二层
173			1	1	2	2	2	2		2							点苍洞三层
174			1	1	1	1	1	1		1							龙泉村
175			3	4	5	5	7	8		8							西山村
176			1	1	1	1	1	1		1							临安
177			3	4	5	5	7	8		8							御花园
178			3	4	5	5	7	8		8							御花园山洞
179			1	1	2	2	2	2		2							罗霄山
180			1	1	2	2	2	2		2							龙宫洞迷宫
181			1	1	2	2	2	2		2							两水洞迷宫
182			1	1	2	2	2	2		2							孽龙洞迷宫
183			3	4	5	5	7	8		8							五毒教
184			3	4	5	5	7	8		8							赤蝎寨
185			3	4	5	5	7	8		8							金蛇寨
186			3	4	5	5	7	8		8							墨蛛寨
187			3	4	5	5	7	8		8							青蜈寨
188			3	4	5	5	7	8		8							银蟾寨
189			3	4	5	5	7	8		8							总寨
190			3	4	5	5	7	8		8							入门迷宫
191			3	4	5	5	7	8		8							五毒弟子房
192			3	4	5	5	7	8		8							五毒弟子房
193			1	1	2	2	2	2		2							武夷山
194			1	1	2	2	2	2		2							玉华洞迷宫
195			1	1	2	2	2	2		2							雁荡山
196			1	1	2	2	2	2		2							羊角洞迷宫
197			3	3	4	6	6	6		6							天牢
198			1	1	2	2	2	2		2							清溪洞迷宫
199			2	2	4	4	4	4		4							武陵洞迷宫
200			2	2	3	3	3	3		3							古阳洞迷宫
201			3	3	5	5	5	5		5							冰河洞迷宫
202			1	1	1	1	1	1		1							芙蓉洞迷宫
203			1	1	2	2	2	2		2							无名洞迷宫
204			3	3	4	6	6	6		6							飞天洞迷宫
205			2	2	3	3	3	3		3							阳中洞迷宫
206			3	3	5	5	5	5		5							秦始皇陵地下二层
207			3	3	5	5	5	5		5							秦始皇陵地下三层
208			2	3	4	5	6	6		6							大牢
209			1,2	1,2	1,3,4	1,3,4	1,3,4	1,3,4		1,3,4							演武场
212			3	3	5	5	5	5		5							华山绝顶
213			2	4	1	1	7	7		7							帮会擂台一
214			2	4	1	1	7	7		7							帮会擂台二
215			2	4	1	1	7	7		7							帮会擂台三
216			2	4	1	1	7	7		7							帮会擂台四
217			2	4	1	1	7	7		7							帮会擂台五
218			2	4	1	1	7	7		7							帮会擂台六
219			2	4	1	1	7	7		7							帮会擂台七
220			3	4	5	5	7	7		7							演武场八
221			2	4	1	1	7	7		7							攻城战场
222			2	4	1	1	7	7		7							守方后方
223			2	4	1	1	7	7		7							攻方后方
224			3	4	5	5	7	8		8							沙漠地表
225			3	4	5	5	7	8		8							沙漠山洞1
226			3	4	5	5	7	8		8							沙漠山洞2
227			3	4	5	5	7	8		8							沙漠山洞3
228			3	3	5	6	6	6		6							昆仑后山
229			1	1	1	1	1	1		1							祭祖厅（战斗）
230			1	1	2	2	2	2		2							大理城内（战斗）
231			1	1	2	2	2	2		2							沧浪客居所
232			2	2	3	3	3	3		3							周云泉居所
233			2	2	3	3	3	3		3							莫空月居所
234			3	4	5	5	7	8		8							金蛇寨（战斗）
235			3	4	5	5	7	8		8							桃花岛（一）
236			2	2	3	3	3	3		3							桃花岛（二）
237			2	2	4	4	4	4		4							桃花岛（三）
238			3	3	4	6	6	6		6							桃花岛（四）
239			1	1	2	2	2	2		2							桃花岛（五）
240			1	1	1	1	1	1		1							桃花岛（六）
241			3	3	5	5	5	5		5							桃花岛（七）
242			3	3	5	5	5	5		5							洗髓岛（一）
243			1	1	1	1	1	1		1							洗髓岛（二）
244			1	1	2	2	2	2		2							洗髓岛（三）
245			3	3	4	6	6	6		6							洗髓岛（四）
246			2	2	4	4	4	4		4							洗髓岛（五）
247			2	2	3	3	3	3		3							洗髓岛（六）
248			3	4	5	5	7	8		8							洗髓岛（七）
249			3	3	5	5	5	5		5							洗髓岛山洞（一）
250			3	3	5	5	5	5		5							洗髓岛山洞（一）
251			3	3	5	5	5	5		5							洗髓岛山洞（一）
252			3	3	5	5	5	5		5							洗髓岛山洞（一）
253			3	3	5	5	5	5		5							洗髓岛山洞（一）
254			3	3	5	5	5	5		5							洗髓岛山洞（一）
255			3	3	5	5	5	5		5							洗髓岛山洞（一）
256			3	3	5	5	5	5		5							洗髓岛山洞（一）
257			3	3	5	5	5	5		5							洗髓岛山洞（一）
258			3	3	5	5	5	5		5							洗髓岛山洞（一）
259			1	1	1	1	1	1		1							洗髓岛山洞（二）
260			1	1	1	1	1	1		1							洗髓岛山洞（二）
261			1	1	1	1	1	1		1							洗髓岛山洞（二）
262			1	1	1	1	1	1		1							洗髓岛山洞（二）
263			1	1	1	1	1	1		1							洗髓岛山洞（二）
264			1	1	1	1	1	1		1							洗髓岛山洞（二）
265			1	1	1	1	1	1		1							洗髓岛山洞（二）
266			1	1	1	1	1	1		1							洗髓岛山洞（二）
267			1	1	1	1	1	1		1							洗髓岛山洞（二）
268			1	1	1	1	1	1		1							洗髓岛山洞（二）
269			1	1	2	2	2	2		2							洗髓岛山洞（三）
270			1	1	2	2	2	2		2							洗髓岛山洞（三）
271			1	1	2	2	2	2		2							洗髓岛山洞（三）
272			1	1	2	2	2	2		2							洗髓岛山洞（三）
273			1	1	2	2	2	2		2							洗髓岛山洞（三）
274			1	1	2	2	2	2		2							洗髓岛山洞（三）
275			1	1	2	2	2	2		2							洗髓岛山洞（三）
276			1	1	2	2	2	2		2							洗髓岛山洞（三）
277			1	1	2	2	2	2		2							洗髓岛山洞（三）
278			1	1	2	2	2	2		2							洗髓岛山洞（三）
279			3	3	4	6	6	6		6							洗髓岛山洞（四）
280			3	3	4	6	6	6		6							洗髓岛山洞（四）
281			3	3	4	6	6	6		6							洗髓岛山洞（四）
282			3	3	4	6	6	6		6							洗髓岛山洞（四）
283			3	3	4	6	6	6		6							洗髓岛山洞（四）
284			3	3	4	6	6	6		6							洗髓岛山洞（四）
285			3	3	4	6	6	6		6							洗髓岛山洞（四）
286			3	3	4	6	6	6		6							洗髓岛山洞（四）
287			3	3	4	6	6	6		6							洗髓岛山洞（四）
288			3	3	4	6	6	6		6							洗髓岛山洞（四）
289			2	2	4	4	4	4		4							洗髓岛山洞（五）
290			2	2	4	4	4	4		4							洗髓岛山洞（五）
291			2	2	4	4	4	4		4							洗髓岛山洞（五）
292			2	2	4	4	4	4		4							洗髓岛山洞（五）
293			2	2	4	4	4	4		4							洗髓岛山洞（五）
294			2	2	4	4	4	4		4							洗髓岛山洞（五）
295			2	2	4	4	4	4		4							洗髓岛山洞（五）
296			2	2	4	4	4	4		4							洗髓岛山洞（五）
297			2	2	4	4	4	4		4							洗髓岛山洞（五）
298			2	2	4	4	4	4		4							洗髓岛山洞（五）
299			2	2	3	3	3	3		3							洗髓岛山洞（六）
300			2	2	3	3	3	3		3							洗髓岛山洞（六）
301			2	2	3	3	3	3		3							洗髓岛山洞（六）
302			2	2	3	3	3	3		3							洗髓岛山洞（六）
303			2	2	3	3	3	3		3							洗髓岛山洞（六）
304			2	2	3	3	3	3		3							洗髓岛山洞（六）
305			2	2	3	3	3	3		3							洗髓岛山洞（六）
306			2	2	3	3	3	3		3							洗髓岛山洞（六）
307			2	2	3	3	3	3		3							洗髓岛山洞（六）
308			2	2	3	3	3	3		3							洗髓岛山洞（六）
309			3	4	5	5	7	8		8							洗髓岛山洞（七）
310			3	4	5	5	7	8		8							洗髓岛山洞（七）
311			3	4	5	5	7	8		8							洗髓岛山洞（七）
312			3	4	5	5	7	8		8							洗髓岛山洞（七）
313			3	4	5	5	7	8		8							洗髓岛山洞（七）
314			3	4	5	5	7	8		8							洗髓岛山洞（七）
315			3	4	5	5	7	8		8							洗髓岛山洞（七）
316			3	4	5	5	7	8		8							洗髓岛山洞（七）
317			3	4	5	5	7	8		8							洗髓岛山洞（七）
318			3	4	5	5	7	8		8							洗髓岛山洞（七）
319			2	2	3	3	3	3		3							临渝关
320			2	2	4	4	4	4		4							长白山脚
321			3	3	5	5	5	5		5							长白山南麓
322			3	3	4	6	6	6		6							长白山北麓
323			2	4	1	1	7	7		7							宋金报名点（初）
324			1	1	3	3	3	3		3							宋金报名点（中）
325			3	3	2	2	2	2		2							宋金报名点（高）
326			2	4	1	1	7	7		7							平原战场（初）
327			1	1	3	3	3	3		3							平原战场（中）
328			3	3	2	2	2	2		2							平原战场（高）
329			2	4	1	1	7	7		7							河滨战场（初）
330			1	1	3	3	3	3		3							河滨战场（中）
331			3	3	2	2	2	2		2							河滨战场（高）
332			1	1	2	2	2	2		2							天龙寺
333			1	1	2	2	2	2		2							华山派
336			1	4	4	4	4	4		4							风陵渡
337			1	4	4	4	4	4		4							风陵渡渡船一
338			1	4	4	4	4	4		4							风陵渡渡船二
339			1	4	4	4	4	4		4							风陵渡渡船三
340			1	1	1	1	1	1		1							莫高窟
341			1	4	4	4	4	4		4							漠北草原
342			1	4	5	5	7	7		7							西山屿
344			2	4	1	1	7	7		7							城镇战场（初）
345			1	1	3	3	3	3		3							城镇战场（中）
346			3	3	2	2	2	2		2							城镇战场（高）
347			2	4	1	1	7	7		7							山谷战场（初）
348			1	1	3	3	3	3		3							山谷战场（中）
349			3	3	2	2	2	2		2							山谷战场（高）
350			2	4	1	1	7	7		7							森林战场（初）
351			1	1	3	3	3	3		3							森林战场（中）
352			3	3	2	2	2	2		2							森林战场（高）
353			2	4	1	1	7	7		7							营寨战场（初）
354			1	1	3	3	3	3		3							营寨战场（中）
355			3	3	2	2	2	2		2							营寨战场（高）
357			2	4	1	1	7	7		7							平原单挑战场（初）
358			1	1	3	3	3	3		3							平原单挑战场（中）
359			3	3	2	2	2	2		2							平原单挑战场（高）
360			2	4	1	1	7	7		7							河滨单挑战场（初）
361			1	1	3	3	3	3		3							河滨单挑战场（中）
362			3	3	2	2	2	2		2							河滨单挑战场（高）
363			2	4	1	1	7	7		7							森林单挑战场（初）
364			1	1	3	3	3	3		3							森林单挑战场（中）
365			3	3	2	2	2	2		2							森林单挑战场（高）
366			2	4	1	1	7	7		7							山谷单挑战场（初）
367			1	1	3	3	3	3		3							山谷单挑战场（中）
368			3	3	2	2	2	2		2							山谷单挑战场（高）
369			2	4	1	1	7	7		7							城镇单挑战场（初）
370			1	1	3	3	3	3		3							城镇单挑战场（中）
371			3	3	2	2	2	2		2							城镇单挑战场（高）
372			2	4	1	1	7	7		7							营寨单挑战场（初）
373			1	1	3	3	3	3		3							营寨单挑战场（中）
374			3	3	2	2	2	2		2							营寨单挑战场（高）
375			2	4	1	1	7	7		7							旧宋金战场（初）
376			1	1	3	3	3	3		3							旧宋金战场（中）
377			3	3	2	2	2	2		2							旧宋金战场（高）
378			2	4	1	1	7	7		7							冲锋战场（初）
379			1	1	3	3	3	3		3							冲锋战场（中）
380			3	3	2	2	2	2		2							冲锋战场（高）
381			2	4	1	1	7	7		7							密林战场（初）
382			1	1	3	3	3	3		3							密林战场（中）
383			3	3	2	2	2	2		2							密林战场（高）
384			2	4	1	1	7	7		7							界桥战场（初）
385			1	1	3	3	3	3		3							界桥战场（中）
386			3	3	2	2	2	2		2							界桥战场（高）
387			3	3	4	6	6	6		6							风之骑（60-89）
388			3	3	4	6	6	6		6							风之骑（90-119）
389			3	3	4	6	6	6		6							风之骑（120以上）
390			3	4	5	5	5	5		5							山神庙（60-89）
391			3	4	5	5	5	5		5							山神庙（90-119）
392			3	4	5	5	5	5		5							山神庙（120以上）
393			2	2	1	1	1	1		1							千宝库（60-89）
394			2	2	1	1	1	1		1							千宝库（90-119）
395			2	2	1	1	1	1		1							千宝库（120以上）
416			1	1	1	1	1	1		1							初级龙舟（一）
417			1	1	2	2	2	2		2							初级龙舟（二）
418			2	2	3	3	3	3		3							初级龙舟（三）
419			2	2	4	4	4	4		4							初级龙舟（四）
420			3	3	5	5	5	5		5							初级龙舟（五）
421			3	3	4	6	6	6		6							初级龙舟（六）
422			3	4	5	5	7	8		8							初级龙舟（七）
423			3	4	5	5	7	8		8							初级龙舟（八）
424			1	1	1	1	1	1		1							高级龙舟（一）
425			1	1	1	1	1	1		1							高级龙舟（二）
426			1	1	2	2	2	2		2							高级龙舟（三）
427			1	1	2	2	2	2		2							高级龙舟（四）
428			2	2	3	3	3	3		3							高级龙舟（五）
429			2	2	3	3	3	3		3							高级龙舟（六）
430			2	2	4	4	4	4		4							高级龙舟（七）
431			2	2	4	4	4	4		4							高级龙舟（八）
432			3	3	5	5	5	5		5							高级龙舟（九）
433			3	3	5	5	5	5		5							高级龙舟（十）
434			3	3	4	6	6	6		6							高级龙舟（十一）
435			3	3	4	6	6	6		6							高级龙舟（十二）
436			3	4	5	5	7	8		8							高级龙舟（十三）
437			3	4	5	5	7	8		8							高级龙舟（十四）
438			3	4	5	5	5	5		5							高级龙舟（十五）
439			3	4	5	5	5	5		5							高级龙舟（十六）
440			1	1	1	1	1	1		1							初级龙舟（九）
441			1	1	2	2	2	2		2							初级龙舟（十）
442			2	2	3	3	3	3		3							初级龙舟（十一）
443			2	2	4	4	4	4		4							初级龙舟（十二）
444			3	3	5	5	5	5		5							初级龙舟（十三）
445			3	3	4	6	6	6		6							初级龙舟（十四）
446			3	4	5	5	7	8		8							初级龙舟（十五）
447			3	4	5	5	5	5		5							初级龙舟（十六）
448			1	1	1	1	1	1		1							高级龙舟（十七）
449			1	1	1	1	1	1		1							高级龙舟（十八）
450			1	1	2	2	2	2		2							高级龙舟（十九）
451			1	1	2	2	2	2		2							高级龙舟（二十）
452			2	2	3	3	3	3		3							高级龙舟（二十一）
453			2	2	3	3	3	3		3							高级龙舟（二十二）
454			2	2	4	4	4	4		4							高级龙舟（二十三）
455			2	2	4	4	4	4		4							高级龙舟（二十四）
456			3	3	5	5	5	5		5							高级龙舟（二十五）
457			3	3	5	5	5	5		5							高级龙舟（二十六）
458			3	3	4	6	6	6		6							高级龙舟（二十七）
459			3	3	4	6	6	6		6							高级龙舟（二十八）
460			3	4	5	5	7	8		8							高级龙舟（二十九）
461			3	4	5	5	7	8		8							高级龙舟（三十）
462			3	4	5	5	5	5		5							高级龙舟（三十一）
463			3	4	5	5	5	5		5							高级龙舟（三十二）
464			1	1	1	1	1	1		1							时间的挑战(初级1)
465			1	1	1	1	1	1		1							时间的挑战(初级2)
466			2	2	2	2	2	2		2							时间的挑战(初级3)
467			2	2	3	3	3	3		3							时间的挑战(初级4)
468			3	3	4	4	4	4		4							时间的挑战(初级5)
469			3	3	5	5	5	5		5							时间的挑战(初级6)
470			3	4	4	6	6	6		6							时间的挑战(初级7)
471			3	4	5	5	7	8		8							时间的挑战(初级8)
480			1	1	1	1	1	1		1							时间的挑战(高级1)
481			1	1	1	1	1	1		1							时间的挑战(高级2)
482			1	1	1	1	1	1		1							时间的挑战(高级3)
483			1	1	1	1	1	1		1							时间的挑战(高级4)
484			2	2	2	2	2	2		2							时间的挑战(高级5)
485			2	2	2	2	2	2		2							时间的挑战(高级6)
486			2	2	3	3	3	3		3							时间的挑战(高级7)
487			2	2	3	3	3	3		3							时间的挑战(高级8)
488			3	3	4	4	4	4		4							时间的挑战(高级9)
489			3	3	4	4	4	4		4							时间的挑战(高级10)
490			3	3	5	5	5	5		5							时间的挑战(高级11)
491			3	3	5	5	5	5		5							时间的挑战(高级12)
492			3	4	4	6	6	6		6							时间的挑战(高级13)
493			3	4	4	6	6	6		6							时间的挑战(高级14)
494			3	4	5	5	7	8		8							时间的挑战(高级15)
495			3	4	5	5	7	8		8							时间的挑战(高级16)
512			1	1	3	3	3	3		3							云中道
513			1	4	2	2	2	2		2							百花谷
514			3	3	5	5	5	5		5							山贼洞
515			2	2	4	4	4	4		4							紫霞岭
516			2	2	3	3	3	3		3							宋方守城
517			1	1	2	2	2	2		2							金方守城
518			2	2	3	3	3	3		3							宋方守城报名
519			1	1	2	2	2	2		2							金方守城报名
520			1	1	1	1	1	1		1							明月镇（凤翔）
521			1	1	1	1	1	1		1							明月镇（成都）
522			1	1	1	1	1	1		1							明月镇（汴京）
523			1	1	1	1	1	1		1							明月镇（襄阳）
524			1	1	1	1	1	1		1							明月镇（扬州）
525			1	1	1	1	1	1		1							明月镇（大理）
526			1	1	1	1	1	1		1							明月镇（临安）
527			1	1	2	2	6	4		4							联赛会场(一)
528			2	2	3	3	5	5		5							联赛会场(二)
531			1	1	2	2	6	4		4							联赛准备场(一)
532			2	2	3	3	5	5		5							联赛准备场(二)
535			1	1	2	2	6	4		4							联赛比赛场(一)
536			2	2	3	3	5	5		5							联赛比赛场(二)
539			1	1	2	2	2	2		2							长歌门禁地
540			3	3	2	2	1	1		1							联赛会场（1）
541			3	3	2	2	1	1		1							联赛赛场（1）
542			3	3	2	2	6	6		6							联赛会场（2）
543			3	3	2	2	6	6		6							联赛赛场（2）
544			3	3	2	2	5	5		5							联赛会场（3）
545			3	3	2	2	5	5		5							联赛赛场（3）
546			3	3	2	2	4	4		4							联赛会场（4）
547			3	3	2	2	4	4		4							联赛赛场（4）
548			3	3	2	2	5	8		8							联赛会场（5）
549			3	3	2	2	5	8		8							联赛赛场（5）
550			1	4	3	3	6	6		6							联赛会场（6）
551			1	4	3	3	6	6		6							联赛赛场（6）
552			1	4	3	3	7	7		7							联赛会场（7）
553			1	4	3	3	7	7		7							联赛赛场（7）
554			1	4	3	3	7	8		8							联赛会场（8）
555			1	4	3	3	7	8		8							联赛赛场（8）
556			1	4	3	3	3	3		9							联赛会场（9）
557			1	4	3	3	3	3		9							联赛赛场（9）
558			1	4	3	3	3	3		10							联赛会场（10）
559			1	4	3	3	3	3		10							联赛赛场（10）
570			3	3	2	2	1	1		1							联赛准备场（1）
571			3	3	2	2	6	6		6							联赛准备场（2）
572			3	3	2	2	5	5		5							联赛准备场（3）
573			3	3	2	2	4	4		4							联赛准备场（4）
574			3	3	2	2	5	8		8							联赛准备场（5）
575			1	4	3	3	6	6		6							联赛准备场（6）
576			1	4	3	3	7	7		7							联赛准备场（7）
577			1	4	3	3	7	8		8							联赛准备场（8）
578			1	4	3	3	3	3		9							联赛准备场（9）
579			1	4	3	3	3	3		10							联赛准备场（10）
580			2	2	3	3	3	3		3							宋方战场
581			1	1	2	2	2	2		2							金方战场
582			2	2	3	3	3	3		3							圣诞谷准备场
583			2	2	3	3	3	3		3							圣诞谷
584			3	3	4	6	6	6		6							春节活动准备场
585			3	3	4	6	6	6		6							春节活动地图
587			1	1	1	1	1	1		1							山城帮会地图
588			2	2	2	2	2	4		4							苗疆帮会地图
589			2	2	3	3	3	5		5							沙漠帮会地图
590			3	3	4	4	4	5		5							京师帮会地图
591			3	3	5	5	5	6		6							边塞帮会地图
593			1	4	4	6	6	7		7							江南帮会地图
594			1	4	5	5	7	7		7							雪岭帮会地图
605			2	2	2	2	2	2		2							密林战场
606			3	3	3	3	3	3		3							密林战场
607			1	4	4	4	4	4		4							密林战场
608			2	2	2	2	2	2		2							武林第一帮准备场
609			2	2	2	2	2	2		2							武林第一帮准备场
610			3	3	3	3	3	3		3							武林第一帮准备场
611			3	3	3	3	3	3		3							武林第一帮准备场
612			1	4	4	4	4	4		4							武林第一帮准备场
613			1	4	4	4	4	4		4							武林第一帮准备场
825			2	2	3	3	3	3		3							端午节活动准备场
826			2	2	3	3	3	3		3							端午节活动地图
